Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0006614~SRP-dependent cotranslational protein targeting to membrane	6	4.22535211268	0.0107489098724	NM_001016, NM_033625, NM_001308226, NM_000992, NM_001317980, NM_000980	122	78	7039	4.43820933165	0.998846832254	0.998846832254	14.8315483132
GOTERM_BP_DIRECT	GO:0006413~translational initiation	7	4.92957746479	0.0140151635891	NM_001016, NM_033625, NM_001308226, NM_000992, NM_001317980, NM_000980, NM_001331017	122	115	7039	3.5119743407	0.999854531927	0.987938985395	18.9146241958
GOTERM_CC_DIRECT	GO:0022625~cytosolic large ribosomal subunit	5	3.52112676056	0.0140434113901	NM_033625, NM_001282568, NM_000992, NM_001317980, NM_000980	131	53	7347	5.29094051563	0.925897304848	0.925897304848	16.0412724426
GOTERM_BP_DIRECT	GO:0019083~viral transcription	6	4.22535211268	0.0225320063321	NM_001016, NM_033625, NM_001308226, NM_000992, NM_001317980, NM_000980	122	94	7039	3.68276944541	0.999999362921	0.991395389729	28.7190291899
GOTERM_BP_DIRECT	GO:0000184~nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	6	4.22535211268	0.0296031510472	NM_001016, NM_033625, NM_001308226, NM_000992, NM_001317980, NM_000980	122	101	7039	3.4275279987	0.999999993234	0.990930619992	36.0068650391
GOTERM_MF_DIRECT	GO:0016791~phosphatase activity	3	2.11267605634	0.0394880965868	NM_004090, NM_005730, NM_001319658	120	19	7107	9.35131578947	0.999833814055	0.999833814055	40.0307736704
GOTERM_BP_DIRECT	GO:0045931~positive regulation of mitotic cell cycle	3	2.11267605634	0.0455139252728	NM_004090, NM_001331017, NM_004095	122	20	7039	8.65450819672	1.0	0.997068070587	49.9414862675
KEGG_PATHWAY	hsa05322:Systemic lupus erythematosus	5	3.52112676056	0.048494210829	NM_003520, NM_175055, NM_080593, NM_003517, NM_001243961	57	77	3107	3.53953064479	0.99270992389	0.99270992389	42.3453161858
KEGG_PATHWAY	hsa03010:Ribosome	6	4.22535211268	0.0526065630421	NM_001016, NM_033625, NM_001308226, NM_000992, NM_001317980, NM_000980	57	114	3107	2.86888273315	0.995252042618	0.931094576538	45.046476603
GOTERM_BP_DIRECT	GO:0035019~somatic stem cell population maintenance	3	2.11267605634	0.0778428282125	NM_006233, NM_001080547, NM_001301129	122	27	7039	6.41074681239	1.0	0.999787194461	69.9960429837
GOTERM_BP_DIRECT	GO:0050434~positive regulation of viral transcription	3	2.11267605634	0.0778428282125	NM_006233, NM_005022, NM_001301129	122	27	7039	6.41074681239	1.0	0.999787194461	69.9960429837
GOTERM_MF_DIRECT	GO:0051959~dynein light intermediate chain binding	2	1.40845070423	0.0809852247493	NM_145058, NM_014700	120	5	7107	23.69	0.999999988042	0.999890647348	65.7629386447
