AccNum	ExonReads	RefseqReads	IntronReads	GenomeRefseqReads	CD_GenomeRefseqReads	fpUTR_reads	tpUTR_reads
NM_001013649	223.0	16	4.0	239.0	116.0	6.0	7.0
NM_001142964	7.0	0	1.0	7.0	7.0	0	0
NM_015475	1165.0	101	0	1266.0	993.0	79.0	7.0
NM_001277304	0	0	0	0	0	0	0
NM_178160	5.0	0	0	5.0	5.0	0	0
NM_032773	562.0	109	1.0	671.0	561.0	3.0	12.0
NM_001195076	61.0	0	0	61.0	58.0	0	3.0
NM_001350073	227.0	21	9.0	248.0	101.0	143.0	1.0
NM_001005291	5028.0	872	13.0	5900.0	5629.0	95.0	14.0
NM_138803	0	0	0	0	0	0	0
NM_001003750	0	0	0	0	0	0	0
NM_032846	134.0	32	13.0	166.0	114.0	20.0	1.0
NM_018210	129.0	14	1.0	143.0	98.0	41.0	4.0
NM_015038	0	0	0	0	0	0	0
NM_004537	1538.0	120	17.0	1658.0	1151.0	456.0	11.0
NM_013369	0	0	0	0	0	0	0
NM_001135642	299.0	30	0	329.0	190.0	119.0	19.0
NM_001144954	0	0	0	0	0	0	0
NM_000729	0	0	0	0	0	0	0
NM_002561	27.0	3	0	30.0	21.0	7.0	0
NM_003772	149.0	0	0	149.0	100.0	30.0	0
NM_000682	0	0	0	0	0	0	0
NM_014650	69.0	4	0	73.0	44.0	26.0	1.0
NM_001114086	0	0	0	0	0	0	0
NM_001204375	4.0	1	0	5.0	4.0	1.0	0
NM_001006117	0	0	0	0	0	0	0
NM_001077663	2.0	16	0	18.0	4	2.0	0
NM_194460	424.0	42	1.0	466.0	275.0	18.0	8.0
NM_001031743	0	0	0	0	0	0	0
NM_001329941	42.0	0	0	42.0	24.0	0	11.0
NM_002178	3.0	0	0	3.0	3.0	0	0
NM_001145297	902.0	135	2.0	1037.0	856.0	15.0	10.0
NM_152559	3.0	1	1.0	4.0	4.0	0	0
NM_001300901	163.0	0	55.0	163.0	162.0	0	1.0
NM_181708	102.0	2	0	104.0	70.0	0	0
NM_006012	786.0	186	6.0	972.0	918.0	18.0	5.0
NM_006794	0	0	0	0	0	0	0
NM_001206427	1062.0	66	71.0	1128.0	154.0	457.0	6.0
NM_001136050	99.0	16	0	115.0	69.0	41.0	0
NM_000797	2.0	0	0	2.0	2.0	0	0
NM_014975	11.0	1	0	12.0	12.0	0	0
NM_001270616	0	0	0	0	0	0	0
NM_000417	71.0	4	0	75.0	24.0	41.0	7.0
NM_001731	307.0	1	0	308.0	124.0	177.0	5.0
NM_001002231	0	0	0	0	0	0	0
NM_001283009	426.0	50	4.0	476.0	327.0	147.0	0
NM_001001918	0	0	0	0	0	0	0
NM_053042	457.0	24	13.0	481.0	353.0	122.0	0
NM_001324321	143.0	18	2.0	161.0	156.0	0	1.0
NM_005958	0	0	0	0	0	0	0
NM_002700	0	0	0	0	0	0	0
NM_014587	0	0	0	0	0	0	0
NM_001286076	1262.0	158	1.0	1420.0	690.0	653.0	14.0
NM_001321449	0	0	0	0	0	0	0
NM_006594	569.0	30	26.0	599.0	493.0	70.0	0
NM_001330332	248.0	31	51.0	279.0	180.0	43.0	6.0
NM_004288	118.0	9	1.0	127.0	84.0	28.0	1.0
NM_001281432	415.0	43	175.0	458.0	131.0	2.0	8.0
NM_001170569	215.0	0	0	215.0	117.0	98.0	0
NM_014429	6.0	0	3.0	6.0	6.0	0	0
