AccNum	ExonReads	RefseqReads	IntronReads	GenomeRefseqReads	CD_GenomeRefseqReads	fpUTR_reads	tpUTR_reads
NM_001013649	148.0	23	2.0	171.0	146.0	10.0	15.0
NM_001142964	13.0	0	0	13.0	7.0	0	6.0
NM_015475	1059.0	78	0	1137.0	1061.0	70.0	6.0
NM_001277304	0	0	0	0	0	0	0
NM_178160	3.0	0	0	3.0	3.0	0	0
NM_032773	391.0	87	2.0	478.0	474.0	0	4.0
NM_001195076	27.0	0	0	27.0	23.0	0	4.0
NM_001350073	160.0	37	6.0	197.0	67.0	130.0	0
NM_001005291	3199.0	738	15.0	3937.0	3857.0	73.0	7.0
NM_138803	0	1	0	1	1	0	0
NM_001003750	0	0	0	0	0	0	0
NM_032846	92.0	31	12.0	123.0	113.0	7.0	3.0
NM_018210	73.0	16	2.0	89.0	61.0	27.0	1.0
NM_015038	0	0	0	0	0	0	0
NM_004537	1285.0	103	8.0	1388.0	1067.0	315.0	6.0
NM_013369	0	0	0	0	0	0	0
NM_001135642	248.0	27	1.0	275.0	181.0	86.0	8.0
NM_001144954	0	0	0	0	0	0	0
NM_000729	0	0	0	0	0	0	0
NM_002561	16.0	4	0	20.0	13.0	7.0	0
NM_003772	160.0	0	0	160.0	126.0	34.0	0
NM_000682	0	0	0	0	0	0	0
NM_014650	59.0	6	1.0	65.0	45.0	18.0	2.0
NM_001114086	0	0	0	0	0	0	0
NM_001204375	2.0	1	0	3.0	3.0	0	0
NM_001006117	0	0	0	0	0	0	0
NM_001077663	0	28	0	28	28	0	0
NM_194460	238.0	22	3.0	260.0	238.0	17.0	5.0
NM_001031743	1.0	0	0	1.0	1.0	0	0
NM_001329941	35.0	0	0	35.0	32.0	0	3.0
NM_002178	0	0	0	0	0	0	0
NM_001145297	747.0	103	2.0	850.0	825.0	12.0	13.0
NM_152559	7.0	5	0	12.0	7.0	4.0	1.0
NM_001300901	136.0	0	45.0	136.0	135.0	0	1.0
NM_181708	72.0	0	0	72.0	72.0	0	0
NM_006012	447.0	186	2.0	633.0	614.0	18.0	1.0
NM_006794	0	0	0	0	0	0	0
NM_001206427	879.0	52	49.0	931.0	553.0	369.0	9.0
NM_001136050	72.0	14	0	86.0	60.0	25.0	1.0
NM_000797	1.0	0	0	1.0	1.0	0	0
NM_014975	19.0	1	0	20.0	19.0	1.0	0
NM_001270616	0	0	0	0	0	0	0
NM_000417	57.0	6	1.0	63.0	18.0	44.0	1.0
NM_001731	276.0	1	0	277.0	117.0	158.0	2.0
NM_001002231	0	0	0	0	0	0	0
