AccNum	ExonReads	RefseqReads	IntronReads	GenomeRefseqReads	CD_GenomeRefseqReads	fpUTR_reads	tpUTR_reads
NM_001013649	124.0	16	4.0	140.0	134.0	2.0	4.0
NM_001142964	3.0	2	0	5.0	4.0	0	1.0
NM_015475	118.0	7	0	125.0	114.0	9.0	2.0
NM_001277304	0	0	0	0	0	0	0
NM_178160	0	0	0	0	0	0	0
NM_032773	179.0	36	0	215.0	211.0	1.0	3.0
NM_001195076	15.0	0	2.0	15.0	11.0	0	4.0
NM_001350073	51.0	6	1.0	57.0	23.0	34.0	0
NM_001005291	1746.0	273	2.0	2019.0	1963.0	53.0	3.0
NM_138803	1.0	0	0	1.0	1.0	0	0
NM_001003750	0	0	0	0	0	0	0
NM_032846	209.0	78	19.0	287.0	258.0	23.0	6.0
NM_018210	66.0	15	0	81.0	61.0	18.0	2.0
NM_015038	0	0	0	0	0	0	0
NM_004537	675.0	59	0	734.0	517.0	205.0	12.0
NM_013369	0	0	0	0	0	0	0
NM_001135642	622.0	67	0	689.0	389.0	269.0	31.0
NM_001144954	0	0	0	0	0	0	0
NM_000729	0	0	0	0	0	0	0
NM_002561	0	0	0	0	0	0	0
NM_003772	108.0	0	0	108.0	87.0	19.0	2.0
NM_000682	0	0	0	0	0	0	0
NM_014650	24.0	0	0	24.0	14.0	10.0	0
NM_001114086	0	0	0	0	0	0	0
NM_001204375	0	0	0	0	0	0	0
NM_001006117	0	0	0	0	0	0	0
NM_001077663	0	4	0	4	4	0	0
NM_194460	155.0	16	0	171.0	156.0	11.0	4.0
NM_001031743	1.0	0	0	1.0	0	1.0	0
NM_001329941	23.0	0	0	23.0	21.0	0	2.0
NM_002178	2.0	0	0	2.0	2.0	0	0
NM_001145297	484.0	68	0	552.0	544.0	7.0	1.0
NM_152559	7.0	5	1.0	12.0	7.0	5	0
NM_001300901	20.0	0	1.0	20.0	20.0	0	0
NM_181708	39.0	0	0	39.0	38.0	0	1.0
NM_006012	279.0	75	1.0	354.0	342.0	9.0	3.0
NM_006794	0	0	0	0	0	0	0
NM_001206427	321.0	18	34.0	339.0	229.0	110.0	0
NM_001136050	68.0	15	0	83.0	53.0	26.0	4.0
NM_000797	1.0	0	0	1.0	0	0	1.0
NM_014975	4.0	0	0	4.0	4.0	0	0
NM_001270616	0	0	0	0	0	0	0
NM_000417	7.0	0	0	7.0	3.0	4.0	0
NM_001731	536.0	0	1.0	536.0	207.0	323.0	6.0
NM_001002231	0	0	0	0	0	0	0
NM_001283009	124.0	15	2.0	139.0	89.0	50.0	0
NM_001001918	0	0	0	0	0	0	0
NM_053042	121.0	4	4.0	125.0	86.0	39.0	0
NM_001324321	62.0	13	1.0	75.0	75.0	0	0
NM_005958	0	0	0	0	0	0	0
