AccNum	ExonReads	RefseqReads	IntronReads	GenomeRefseqReads	CD_GenomeRefseqReads	fpUTR_reads	tpUTR_reads
NM_001013649	79.0	6	2.0	85.0	81.0	2.0	2.0
NM_001142964	4.0	1	0	5.0	5.0	0	0
NM_015475	135.0	6	0	141.0	120.0	17.0	4.0
NM_001277304	0	0	0	0	0	0	0
NM_178160	0	0	0	0	0	0	0
NM_032773	171.0	31	0	202.0	199.0	2.0	1.0
NM_001195076	23.0	0	1.0	23.0	19.0	0	4.0
NM_001350073	61.0	3	6.0	64.0	15.0	49.0	0
NM_001005291	874.0	131	5.0	1005.0	967.0	34.0	4.0
NM_138803	0	0	0	0	0	0	0
NM_001003750	0	0	0	0	0	0	0
NM_032846	267.0	33	21.0	300.0	220.0	78.0	2.0
NM_018210	94.0	3	1.0	97.0	44.0	46.0	7.0
NM_015038	0	0	0	0	0	0	0
NM_004537	889.0	85	2.0	974.0	420.0	544.0	10.0
NM_013369	0	0	0	0	0	0	0
NM_001135642	742.0	37	0	779.0	226.0	545.0	8.0
NM_001144954	0	0	0	0	0	0	0
NM_000729	0	0	0	0	0	0	0
NM_002561	1.0	0	0	1.0	1.0	0	0
NM_003772	60.0	0	0	60.0	38.0	22.0	0
NM_000682	0	0	0	0	0	0	0
NM_014650	20.0	1	0	21.0	6.0	15.0	0
NM_001114086	0	0	1.0	0	0	0	0
NM_001204375	0	0	0	0	0	0	0
NM_001006117	0	0	0	0	0	0	0
NM_001077663	0	11	0	11	11	0	0
NM_194460	156.0	7	0	163.0	155.0	7.0	1.0
NM_001031743	2.0	0	0	2.0	0	2.0	0
NM_001329941	8.0	0	0	8.0	7.0	0	1.0
NM_002178	1.0	0	0	1.0	1.0	0	0
NM_001145297	476.0	28	0	504.0	478.0	24.0	2.0
NM_152559	10.0	7	1.0	17.0	13.0	4	0
NM_001300901	30.0	0	10.0	30.0	30.0	0	0
NM_181708	37.0	0	0	37.0	36.0	0	1.0
NM_006012	215.0	39	3.0	254.0	243.0	11.0	0
NM_006794	0	0	0	0	0	0	0
NM_001206427	675.0	50	9.0	725.0	426.0	297.0	2.0
NM_001136050	72.0	10	0	82.0	36.0	46.0	0
NM_000797	0	0	1.0	0	0	0	0
NM_014975	2.0	0	1.0	2.0	1.0	1.0	0
NM_001270616	0	0	0	0	0	0	0
NM_000417	1.0	0	0	1.0	1.0	0	0
NM_001731	606.0	0	0	606.0	110.0	487.0	9.0
NM_001002231	0	0	0	0	0	0	0
NM_001283009	132.0	12	1.0	144.0	55.0	89.0	0
NM_001001918	0	0	0	0	0	0	0
NM_053042	162.0	13	8.0	175.0	78.0	96.0	1.0
NM_001324321	34.0	6	0	40.0	40.0	0	0
NM_005958	0	0	0	0	0	0	0
NM_002700	0	0	0	0	0	0	0
NM_014587	0	0	0	0	0	0	0
NM_001286076	497.0	72	1.0	569.0	202.0	365.0	2.0
NM_001321449	0	0	0	0	0	0	0
NM_006594	227.0	20	2.0	247.0	149.0	98.0	0
NM_001330332	155.0	32	37.0	187.0	147.0	36.0	4.0
NM_004288	24.0	2	1.0	26.0	21.0	5.0	0
NM_001281432	152.0	10	43.0	162.0	162.0	0	0
NM_001170569	67.0	1	0	68.0	24.0	42.0	2.0
NM_014429	2.0	0	4.0	2.0	2.0	0	0
NM_021025	12.0	0	0	12.0	9.0	3.0	0
NM_031438	64.0	9	0	73.0	48.0	24.0	1.0
NM_014297	50.0	4	0	54.0	54.0	0	0
NM_001001917	0	0	0	0	0	0	0
NM_001321245	0	0	0	0	0	0	0
NM_021133	122.0	36	0	158.0	76.0	82.0	0
NM_021141	2621.0	746	8.0	3367.0	2875.0	423.0	69.0
NM_002367	0	0	0	0	0	0	0
NM_030630	0	0	0	0	0	0	0
NM_015896	2.0	1	0	3.0	2.0	0	1.0
NM_006811	1791.0	207	0	1998.0	1148.0	817.0	33.0
NM_001320820	208.0	18	0	226.0	219.0	1.0	6.0
NM_001348397	44.0	3	0	47.0	42.0	5.0	0
NM_001355224	0	0	1.0	0	0	0	0
NM_001330066	0	0	0	0	0	0	0
NM_001168247	0	0	0	0	0	0	0
NM_001127266	60.0	1	1.0	61.0	24.0	37.0	0
NM_003294	78.0	0	0	78.0	78.0	0	0
NM_001297573	5.0	1	2.0	6.0	3.0	3.0	0
NM_018489	189.0	1	2.0	190.0	136.0	53.0	1.0
NM_024759	49.0	1	0	50.0	38.0	9.0	3.0
NM_001101339	0	0	0	0	0	0	0
NM_001244666	361.0	68	15.0	429.0	286.0	120.0	23.0
NM_001102420	2611.0	81	9.0	2692.0	374.0	2294.0	24.0
NM_024508	0	0	0	0	0	0	0
NM_007069	3.0	0	0	3.0	3.0	0	0
NM_016212	0	0	0	0	0	0	0
NM_001113511	128.0	14	3.0	142.0	129.0	0	13.0
NM_145719	2.0	0	0	2.0	2.0	0	0
NM_198517	10.0	0	1.0	10.0	9.0	0	1.0
NM_001318043	37.0	9	0	46.0	42.0	3.0	1.0
NM_001038707	579.0	59	0	638.0	97.0	533.0	8.0
NM_001037666	18.0	0	0	18.0	12.0	6.0	0
NM_001098409	0	0	0	0	0	0	0
NM_001184819	513.0	43	6.0	556.0	417.0	136.0	3.0
NM_001353349	0	0	0	0	0	0	0
NM_007366	0	0	6.0	0	0	0	0
NM_002432	82.0	20	0	102.0	50.0	52.0	0
NM_001289984	38.0	2	1.0	40.0	31.0	9.0	0
NM_001017920	0	0	0	0	0	0	0
NM_001012643	11.0	0	1.0	11.0	8.0	3.0	0
NM_001164471	0	0	0	0	0	0	0
NM_080656	101.0	0	0	101.0	98.0	2.0	1.0
NM_004297	2.0	0	0	2.0	2.0	0	0
NM_138434	0	0	0	0	0	0	0
NM_018558	0	0	0	0	0	0	0
NM_031905	162.0	5	1.0	167.0	28.0	138.0	1.0
NM_001331039	113.0	7	0	120.0	49.0	71.0	0
NM_001243476	0	0	4.0	0	0	0	0
NM_001289108	760.0	0	1.0	760.0	246.0	501.0	13.0
NM_032827	0	0	0	0	0	0	0
NM_005941	0	0	0	0	0	0	0
NM_001025579	952.0	53	5.0	1005.0	425.0	535.0	45.0
NM_002490	855.0	48	0	903.0	893.0	0	10.0
NM_030966	0	0	0	0	0	0	0
NM_001145777	424.0	32	17.0	456.0	241.0	210.0	5.0
NM_001017526	0	0	0	0	0	0	0
NM_173806	0	0	0	0	0	0	0
NM_182983	0	0	0	0	0	0	0
NM_014241	120.0	5	1.0	125.0	115.0	10.0	0
NM_001034996	492.0	22	1.0	514.0	430.0	62.0	22.0
NM_001037442	4.0	0	1.0	4.0	4.0	0	0
NM_001058	0	0	0	0	0	0	0
NM_138782	632.0	109	3.0	741.0	709.0	13.0	19.0
NM_006753	153.0	4	0	157.0	148.0	7.0	2.0
NM_001354199	67.0	11	0	78.0	50.0	26.0	2.0
NM_001135147	562.0	45	35.0	607.0	351.0	251.0	5.0
NM_001129885	0	0	0	0	0	0	0
NM_033070	17.0	2	1.0	19.0	19.0	0	0
NM_001001959	0	0	0	0	0	0	0
NM_053278	0	0	0	0	0	0	0
NM_002027	113.0	3	6.0	116.0	115.0	0	1.0
NM_020547	14.0	3	3.0	17.0	17.0	0	0
NM_172175	7.0	1	1.0	8.0	0	7.0	1.0
NM_002199	534.0	45	22.0	579.0	327.0	252.0	0
NM_004101	1.0	0	0	1.0	1.0	0	0
NM_001321601	0	0	0	0	0	0	0
NM_001347830	0	0	0	0	0	0	0
NM_001322828	35.0	4	0	39.0	6.0	33.0	0
NM_005171	475.0	36	0	511.0	341.0	167.0	3.0
NM_015634	218.0	22	0	240.0	235.0	5.0	0
NM_032627	105.0	5	3.0	110.0	34.0	76.0	0
NM_001278419	0	0	0	0	0	0	0
NM_001005496	0	0	0	0	0	0	0
NM_006340	9.0	3	2.0	12.0	10.0	2.0	0
NM_001289125	75.0	12	3.0	87.0	44.0	42.0	1.0
NM_006065	6.0	0	1.0	6.0	5.0	1.0	0
NM_001009812	2.0	0	0	2.0	0	2.0	0
NM_004778	14.0	0	0	14.0	10.0	4.0	0
NM_006646	2.0	0	3.0	2.0	1.0	0	1.0
NM_014010	1.0	0	33.0	1.0	1.0	0	0
NM_032935	0	0	0	0	0	0	0
NM_001098816	0	0	0	0	0	0	0
NM_001099402	658.0	18	14.0	676.0	322.0	354.0	0
NM_001126128	0	0	0	0	0	0	0
NM_001031803	9.0	3	0	12.0	8.0	4.0	0
NM_013309	1.0	0	0	1.0	1.0	0	0
NM_003988	0	0	0	0	0	0	0
NM_003460	0	0	0	0	0	0	0
NM_015939	144.0	5	0	149.0	116.0	32.0	1.0
NM_001080505	0	0	0	0	0	0	0
NM_001330513	60.0	1	2.0	61.0	18.0	42.0	1.0
NM_001001413	0	0	0	0	0	0	0
NM_012163	15.0	0	0	15.0	2.0	13.0	0
NM_016577	1700.0	345	11.0	2045.0	1278.0	751.0	16.0
NM_001080779	94.0	13	6.0	107.0	106.0	0	1.0
NM_021211	212.0	1	1.0	213.0	55.0	158.0	0
NM_152791	4.0	1	0	5.0	4.0	1.0	0
NM_198956	0	0	0	0	0	0	0
NM_004488	3.0	0	0	3.0	3.0	0	0
NM_015950	325.0	12	1.0	337.0	314.0	15.0	8.0
NM_001265589	476.0	1	0	477.0	362.0	112.0	3.0
NM_001289088	70.0	7	9.0	77.0	67.0	10.0	0
NM_019078	0	0	0	0	0	0	0
NM_033337	0	0	0	0	0	0	0
NM_003041	0	0	1.0	0	0	0	0
NM_014051	23.0	4	0	27.0	7.0	19.0	1.0
NM_001004741	0	0	0	0	0	0	0
NM_032378	616.0	14	33.0	630.0	603.0	24.0	3.0
NM_001005170	0	0	0	0	0	0	0
NM_002305	218.0	117	0	335.0	298.0	34.0	3.0
NM_004356	184.0	37	0	221.0	145.0	68.0	8.0
NM_001258283	0	0	0	0	0	0	0
NM_001136112	1.0	0	0	1.0	1.0	0	0
NM_052955	0	0	0	0	0	0	0
NM_014895	162.0	23	0	185.0	137.0	43.0	5.0
NM_001161425	5.0	0	1.0	5.0	2.0	2.0	1.0
NM_181501	1.0	0	2.0	1.0	1.0	0	0
NM_014712	183.0	17	22.0	200.0	174.0	26.0	0
NM_018957	22.0	5	0	27.0	26.0	1.0	0
NM_001099269	20.0	1	1.0	21.0	6.0	15.0	0
NM_006963	144.0	53	0	197.0	97.0	100.0	0
NM_017696	75.0	3	7.0	78.0	78.0	0	0
NM_032142	387.0	64	7.0	451.0	387.0	61.0	3.0
NM_018129	325.0	49	2.0	374.0	324.0	47.0	3.0
NM_015016	343.0	110	38.0	453.0	446.0	0	7.0
NM_003389	4.0	0	0	4.0	4.0	0	0
NM_000292	111.0	13	0	124.0	66.0	58.0	0
NM_000745	4.0	0	0	4.0	2.0	2.0	0
NM_000609	0	0	0	0	0	0	0
NM_016027	148.0	10	0	158.0	124.0	32.0	2.0
NM_032927	102.0	1	0	103.0	15.0	86.0	2.0
NM_144492	0	0	1.0	0	0	0	0
NM_014912	15.0	0	2.0	15.0	5.0	9.0	1.0
NM_001454	0	0	0	0	0	0	0
NM_003146	1226.0	362	8.0	1588.0	1130.0	457.0	1.0
NM_032756	28.0	0	0	28.0	14.0	14.0	0
NM_001350065	200.0	10	117.0	210.0	191.0	17.0	2.0
NM_001190158	0	0	0	0	0	0	0
NM_182491	94.0	9	0	103.0	6.0	97.0	0
NM_002074	1345.0	157	4.0	1502.0	662.0	818.0	22.0
NM_021123	0	0	0	0	0	0	0
NM_178155	51.0	5	31.0	56.0	29.0	27.0	0
NM_199352	0	0	0	0	0	0	0
NM_001005187	0	0	0	0	0	0	0
NM_001282931	8.0	0	0	8.0	2.0	6.0	0
NM_004048	3767.0	360	3.0	4127.0	3790.0	319.0	18.0
NM_002825	1.0	0	0	1.0	0	0	1.0
NM_013234	1426.0	100	2.0	1526.0	1032.0	489.0	5.0
NM_001935	7.0	4	0	11.0	10.0	1.0	0
NM_001282468	0	0	0	0	0	0	0
NM_001172288	0	0	0	0	0	0	0
NM_020844	0	0	4.0	0	0	0	0
NM_001282748	235.0	30	7.0	265.0	115.0	148.0	2.0
NM_004824	673.0	31	26.0	704.0	476.0	220.0	8.0
NM_001348223	0	0	0	0	0	0	0
NM_138290	0	0	0	0	0	0	0
NM_018004	1.0	0	0	1.0	0	1.0	0
NM_031490	374.0	32	6.0	406.0	357.0	46.0	3.0
NM_001199860	54.0	11	1.0	65.0	56.0	6.0	3.0
NM_001256134	0	0	0	0	0	0	0
NM_213606	0	0	0	0	0	0	0
NM_003931	179.0	4	1.0	183.0	71.0	107.0	5.0
NM_003857	0	0	0	0	0	0	0
NM_014264	279.0	18	2.0	297.0	170.0	127.0	0
NM_181599	0	0	0	0	0	0	0
NM_018665	2.0	0	1.0	2.0	2.0	0	0
NM_004577	23.0	0	2.0	23.0	7.0	16.0	0
NM_148842	175.0	22	0	197.0	73.0	124.0	0
NM_001288565	199.0	31	0	230.0	206.0	21.0	3.0
NM_005092	69.0	4	0	73.0	65.0	0	8.0
NM_001007530	0	0	0	0	0	0	0
NM_007128	0	0	0	0	0	0	0
NM_002559	0	0	0	0	0	0	0
NM_207123	407.0	37	316.0	444.0	354.0	81.0	9.0
NM_017780	98.0	8	1.0	106.0	86.0	20.0	0
NM_001304958	12.0	0	0	12.0	8.0	4.0	0
NM_001203	0	0	2.0	0	0	0	0
NM_006495	29.0	0	1.0	29.0	18.0	11.0	0
NM_138433	1.0	0	0	1.0	1.0	0	0
NM_003151	3.0	4	0	7.0	7.0	0	0
NM_203374	53.0	0	0	53.0	53.0	0	0
NM_001823	42.0	2	3.0	44.0	44.0	0	0
NM_001242844	176.0	2	0	178.0	89.0	88.0	1.0
NM_014819	917.0	219	5.0	1136.0	838.0	293.0	5.0
NM_018425	932.0	65	35.0	997.0	967.0	5.0	25.0
NM_001190986	0	1	2.0	1	1	0	0
NM_001291535	0	0	0	0	0	0	0
NM_032361	32.0	29	0	61.0	60.0	1.0	0
NM_201553	0	0	0	0	0	0	0
NM_002276	14.0	0	0	14.0	12.0	2.0	0
NM_001144927	225.0	12	5.0	237.0	164.0	71.0	2.0
NM_014278	119.0	12	14.0	131.0	86.0	43.0	2.0
NM_001184889	460.0	2	10.0	462.0	76.0	381.0	5.0
NM_021005	2.0	0	0	2.0	1.0	1.0	0
NM_001002036	1.0	0	0	1.0	1.0	0	0
NM_002168	2674.0	285	2.0	2959.0	2816.0	132.0	11.0
NM_001098817	195.0	9	13.0	204.0	161.0	43.0	0
NM_001288780	0	0	0	0	0	0	0
NM_001258329	0	0	5.0	0	0	0	0
NM_001142883	0	0	0	0	0	0	0
NM_000593	61.0	2	0	63.0	63.0	0	0
NM_001198784	11.0	0	0	11.0	3.0	8.0	0
NM_002147	25.0	0	0	25.0	24.0	0	1.0
NM_182492	1.0	0	0	1.0	1.0	0	0
NM_001005183	0	0	0	0	0	0	0
NM_174983	99.0	5	1.0	104.0	45.0	58.0	1.0
NM_052959	0	0	0	0	0	0	0
NM_003320	0	0	0	0	0	0	0
NM_144607	60.0	1	2.0	61.0	20.0	40.0	1.0
NM_000883	11.0	0	3.0	11.0	11.0	0	0
NM_001004725	0	0	0	0	0	0	0
NM_001319086	200.0	30	246.0	230.0	217.0	9.0	4.0
NM_003462	1.0	0	0	1.0	1.0	0	0
NM_001329964	5.0	1	1.0	6.0	6.0	0	0
NM_001214909	11.0	0	1.0	11.0	4.0	7.0	0
NM_001080493	11.0	1	2.0	12.0	8.0	4.0	0
NM_001204268	0	0	0	0	0	0	0
NM_002739	0	0	0	0	0	0	0
NM_021156	205.0	40	0	245.0	181.0	59.0	5.0
NM_032656	106.0	16	0	122.0	92.0	28.0	2.0
NM_001289933	0	0	0	0	0	0	0
NM_016231	46.0	5	4.0	51.0	43.0	6.0	2.0
NM_014518	9.0	0	0	9.0	3.0	6.0	0
NM_001352289	147.0	53	7.0	200.0	63.0	137.0	0
NM_144644	0	0	0	0	0	0	0
NM_030934	761.0	57	0	818.0	609.0	197.0	12.0
NM_006042	0	0	0	0	0	0	0
NM_001100878	4.0	0	0	4.0	4.0	0	0
NM_001198844	1.0	24	3.0	25.0	1.0	24	0
NM_005194	1986.0	0	0	1986.0	687.0	1295.0	4.0
NM_001351100	607.0	78	4.0	685.0	490.0	195.0	0
NM_080746	1.0	0	0	1.0	1.0	0	0
NM_001316335	6.0	0	0	6.0	0	0	6.0
NM_001294335	0	0	0	0	0	0	0
NM_032899	1255.0	9	1.0	1264.0	853.0	396.0	15.0
NM_001135789	0	0	0	0	0	0	0
NM_005626	633.0	31	19.0	664.0	561.0	101.0	2.0
NM_030821	51.0	0	0	51.0	6.0	45.0	0
NM_001013736	0	0	0	0	0	0	0
NM_015205	59.0	5	2.0	64.0	58.0	3.0	3.0
NM_020823	62.0	14	49.0	76.0	73.0	0	3.0
NM_194283	308.0	34	5.0	342.0	268.0	70.0	4.0
NM_019098	0	0	16.0	0	0	0	0
NM_003530	55047.0	0	400.0	55047.0	55023.0	22.0	2.0
NM_001290062	1.0	0	0	1.0	1.0	0	0
NM_006045	2.0	1	0	3.0	3.0	0	0
NM_003802	0	0	0	0	0	0	0
NM_014646	2450.0	275	740.0	2725.0	2652.0	36.0	37.0
NM_012459	736.0	0	1.0	736.0	732.0	0	4.0
NM_000137	283.0	61	1.0	344.0	312.0	30.0	2.0
NM_152531	31.0	1	1.0	32.0	21.0	11.0	0
NM_006401	6981.0	100	11.0	7081.0	2998.0	4005.0	78.0
NM_001352769	0	0	0	0	0	0	0
NM_003914	7.0	3	0	10.0	8.0	2.0	0
NM_001195014	39.0	2	4.0	41.0	12.0	28.0	1.0
NM_001102651	4.0	0	0	4.0	2.0	2.0	0
NM_001145369	0	0	0	0	0	0	0
NM_052972	6.0	0	0	6.0	6.0	0	0
NM_018135	249.0	19	0	268.0	257.0	1.0	10.0
NM_001253790	0	0	0	0	0	0	0
NM_001034077	0	0	0	0	0	0	0
NM_025225	0	0	1.0	0	0	0	0
NM_152259	174.0	9	0	183.0	181.0	0	2.0
NM_012279	79.0	8	3.0	87.0	85.0	1.0	1.0
NM_024114	0	0	0	0	0	0	0
NM_025265	21.0	2	0	23.0	17.0	6.0	0
NM_024814	623.0	418	27.0	1041.0	856.0	122.0	63.0
NM_012384	221.0	7	4.0	228.0	193.0	34.0	1.0
NM_002153	0	0	0	0	0	0	0
NM_001040451	184.0	25	6.0	209.0	188.0	10.0	11.0
NM_024913	24.0	1	18.0	25.0	15.0	10.0	0
NM_003278	2.0	0	0	2.0	2.0	0	0
NM_001267598	42.0	24	17.0	66.0	33.0	31.0	2.0
NM_014801	1.0	0	13.0	1.0	0	1.0	0
NM_006272	45.0	5	0	50.0	12.0	37.0	1.0
NM_014462	461.0	87	0	548.0	211.0	329.0	8.0
NM_005310	1.0	0	0	1.0	1.0	0	0
NM_004779	918.0	36	9.0	954.0	600.0	339.0	15.0
NM_001669	3.0	0	0	3.0	3.0	0	0
NM_001349660	131.0	7	2.0	138.0	53.0	85.0	0
NM_001199479	41.0	0	4.0	41.0	32.0	9.0	0
NM_007344	155.0	5	1.0	160.0	143.0	17.0	0
NM_020124	0	0	0	0	0	0	0
NM_007102	0	0	0	0	0	0	0
NM_000397	83.0	11	0	94.0	93.0	0	1.0
NM_001005177	0	0	0	0	0	0	0
NM_001194	2.0	0	0	2.0	2.0	0	0
NM_002835	47.0	10	2.0	57.0	56.0	1.0	0
NM_024589	227.0	47	2.0	274.0	162.0	95.0	17.0
NM_001135691	0	0	0	0	0	0	0
NM_001257096	0	0	0	0	0	0	0
NM_170711	703.0	264	3.0	967.0	755.0	158.0	54.0
NM_003169	588.0	71	1.0	659.0	583.0	75.0	1.0
NM_199286	0	0	0	0	0	0	0
NM_182643	151.0	8	70.0	159.0	155.0	0	4.0
NM_020309	0	0	0	0	0	0	0
NM_001293172	0	0	0	0	0	0	0
NM_000453	1.0	0	0	1.0	1.0	0	0
NM_153213	18.0	3	5.0	21.0	21.0	0	0
NM_001010980	0	0	0	0	0	0	0
NM_001321685	69.0	4	0	73.0	27.0	45.0	1.0
NM_018348	288.0	2	0	290.0	112.0	178.0	0
NM_014606	176.0	33	0	209.0	137.0	70.0	2.0
NM_001256819	0	0	0	0	0	0	0
NM_000118	432.0	51	0	483.0	271.0	196.0	16.0
NM_001330989	156.0	17	170.0	173.0	135.0	32.0	6.0
NM_001277093	17.0	5	6.0	22.0	9.0	13.0	0
NM_001319050	249.0	15	0	264.0	128.0	136.0	0
NM_024548	185.0	19	1.0	204.0	180.0	22.0	2.0
NM_000667	0	0	0	0	0	0	0
NM_001281293	155.0	1	0	156.0	127.0	29.0	0
NM_001330348	0	1	14.0	1	1	0	0
NM_057090	0	0	0	0	0	0	0
NM_024616	0	0	0	0	0	0	0
NM_001085377	0	0	0	0	0	0	0
NM_004058	1.0	0	0	1.0	0	0	1.0
NM_198949	856.0	76	3.0	932.0	815.0	79.0	38.0
NM_152621	5.0	0	0	5.0	4.0	1.0	0
NM_001014980	1.0	0	1.0	1.0	1.0	0	0
NM_002242	0	0	0	0	0	0	0
NM_152336	0	0	0	0	0	0	0
NM_001258446	61.0	10	27.0	71.0	58.0	13.0	0
NM_001319193	20.0	2	1.0	22.0	18.0	3.0	1.0
NM_022373	370.0	14	22.0	384.0	127.0	251.0	6.0
NM_173565	0	0	0	0	0	0	0
NM_001346116	63.0	6	1.0	69.0	62.0	7.0	0
NM_000395	182.0	27	0	209.0	103.0	100.0	6.0
NM_005421	0	0	0	0	0	0	0
NM_001286072	249.0	30	1.0	279.0	206.0	72.0	1.0
NM_033512	3.0	0	0	3.0	2.0	0	1.0
NM_015063	0	0	0	0	0	0	0
NM_001143987	0	0	0	0	0	0	0
NM_013304	0	0	0	0	0	0	0
NM_000867	0	0	0	0	0	0	0
NM_003400	1502.0	125	9.0	1627.0	859.0	760.0	8.0
NM_001197	5.0	0	0	5.0	2.0	3.0	0
NM_001322015	55.0	19	31.0	74.0	22.0	52.0	0
NM_001351356	190.0	31	0	221.0	218.0	0	3.0
NM_020660	0	0	0	0	0	0	0
NM_001286470	79.0	7	16.0	86.0	41.0	44.0	1.0
NM_001316722	0	0	0	0	0	0	0
NM_014239	254.0	6	1.0	260.0	200.0	58.0	2.0
NM_001321023	1.0	0	0	1.0	1.0	0	0
NM_001161429	0	0	0	0	0	0	0
NM_174976	0	0	0	0	0	0	0
NM_001039111	0	0	0	0	0	0	0
NM_147164	0	0	0	0	0	0	0
NM_001198819	0	0	0	0	0	0	0
NM_001015	1368.0	27	8.0	1395.0	1342.0	18.0	35.0
NM_000505	1.0	0	0	1.0	1.0	0	0
NM_001286748	217.0	32	27.0	249.0	246.0	0	3.0
NM_207444	0	0	0	0	0	0	0
NM_001293171	0	0	0	0	0	0	0
NM_001085480	0	0	0	0	0	0	0
NM_002253	0	0	0	0	0	0	0
NM_133468	0	0	1.0	0	0	0	0
NM_006858	218.0	6	1.0	224.0	104.0	119.0	1.0
NM_001352130	0	0	0	0	0	0	0
NM_002947	590.0	18	0	608.0	508.0	99.0	1.0
NM_003105	70.0	5	6.0	75.0	71.0	2.0	2.0
NM_005581	411.0	63	1.0	474.0	470.0	3.0	1.0
NM_016256	46.0	5	1.0	51.0	51.0	0	0
NM_144980	0	0	0	0	0	0	0
NM_001287140	5.0	0	0	5.0	5.0	0	0
NM_001030007	326.0	72	58.0	398.0	314.0	83.0	1.0
NM_001114132	29.0	4	2.0	33.0	18.0	15.0	0
NM_014615	734.0	56	9.0	790.0	714.0	60.0	16.0
NM_001136107	0	0	0	0	0	0	0
NM_022567	0	0	0	0	0	0	0
NM_080538	58.0	7	0	65.0	63.0	0	2.0
NM_000310	386.0	52	0	438.0	433.0	0	5.0
NM_144736	54.0	4	0	58.0	54.0	2.0	2.0
NM_014586	1.0	0	0	1.0	1.0	0	0
NM_001206482	101.0	19	12.0	120.0	85.0	34.0	1.0
NM_002065	1907.0	75	984.0	1982.0	1800.0	147.0	35.0
NM_006568	161.0	3	1.0	164.0	158.0	1.0	5.0
NM_023079	238.0	15	0	253.0	210.0	41.0	2.0
NM_001100814	433.0	13	1.0	446.0	317.0	129.0	0
NM_178470	0	0	0	0	0	0	0
NM_201566	4.0	0	0	4.0	3.0	1.0	0
NM_032805	0	0	0	0	0	0	0
NM_030622	14.0	1	0	15.0	15.0	0	0
NM_001040427	2657.0	292	150.0	2949.0	2035.0	870.0	44.0
NM_001308115	361.0	22	7.0	383.0	367.0	6.0	10.0
NM_017433	0	0	0	0	0	0	0
NM_017998	856.0	11	2.0	867.0	638.0	226.0	3.0
NM_021259	68.0	3	0	71.0	46.0	23.0	2.0
NM_000619	0	0	0	0	0	0	0
NM_020151	386.0	19	0	405.0	112.0	286.0	7.0
NM_001001394	0	0	0	0	0	0	0
NM_001320808	25.0	1	0	26.0	23.0	1.0	2.0
NM_001349794	0	0	0	0	0	0	0
NM_001282628	0	0	0	0	0	0	0
NM_001318392	0	0	0	0	0	0	0
NM_144650	4.0	1	2.0	5.0	5.0	0	0
NM_016451	1096.0	97	4.0	1193.0	970.0	209.0	14.0
NM_001355471	0	0	0	0	0	0	0
NM_194291	40.0	1	0	41.0	9.0	32.0	0
NM_015703	337.0	58	0	395.0	394.0	0	1.0
