AccNum	ExonReads	RefseqReads	IntronReads	GenomeRefseqReads	CD_GenomeRefseqReads	fpUTR_reads	tpUTR_reads
NM_001013649	52.0	8	4.0	60.0	55.0	0	5.0
NM_001142964	3.0	0	0	3.0	2.0	0	1.0
NM_015475	74.0	6	0	80.0	73.0	6.0	1.0
NM_001277304	0	0	0	0	0	0	0
NM_178160	0	0	0	0	0	0	0
NM_032773	84.0	19	1.0	103.0	102.0	0	1.0
NM_001195076	14.0	0	0	14.0	13.0	0	1.0
NM_001350073	23.0	0	0	23.0	7.0	16.0	0
NM_001005291	900.0	135	6.0	1035.0	993.0	40.0	2.0
NM_138803	0	0	0	0	0	0	0
NM_001003750	0	0	0	0	0	0	0
NM_032846	110.0	29	9.0	139.0	123.0	13.0	3.0
NM_018210	49.0	7	0	56.0	35.0	19.0	2.0
NM_015038	0	0	0	0	0	0	0
NM_004537	421.0	51	0	472.0	280.0	188.0	4.0
NM_013369	0	0	0	0	0	0	0
NM_001135642	336.0	39	0	375.0	195.0	174.0	6.0
NM_001144954	0	0	0	0	0	0	0
NM_000729	0	0	0	0	0	0	0
NM_002561	0	1	0	1	1	0	0
NM_003772	44.0	0	0	44.0	35.0	9.0	0
NM_000682	0	0	0	0	0	0	0
NM_014650	8.0	0	0	8.0	6.0	2.0	0
NM_001114086	1.0	0	0	1.0	1.0	0	0
NM_001204375	0	0	0	0	0	0	0
NM_001006117	0	0	0	0	0	0	0
NM_001077663	0	7	0	7	7	0	0
NM_194460	79.0	9	1.0	88.0	81.0	7.0	0
NM_001031743	2.0	0	0	2.0	1.0	1.0	0
NM_001329941	9.0	0	0	9.0	8.0	0	1.0
NM_002178	1.0	0	0	1.0	1.0	0	0
NM_001145297	246.0	34	0	280.0	271.0	9.0	0
NM_152559	3.0	1	0	4.0	4.0	0	0
NM_001300901	15.0	0	1.0	15.0	15.0	0	0
NM_181708	11.0	1	0	12.0	12.0	0	0
NM_006012	146.0	53	0	199.0	196.0	3.0	0
NM_006794	0	0	0	0	0	0	0
NM_001206427	150.0	8	19.0	158.0	84.0	74.0	0
NM_001136050	45.0	6	0	51.0	32.0	18.0	1.0
NM_000797	0	0	0	0	0	0	0
NM_014975	1.0	1	0	2.0	2.0	0	0
NM_001270616	0	0	0	0	0	0	0
NM_000417	2.0	0	0	2.0	1.0	1.0	0
NM_001731	273.0	1	3.0	274.0	93.0	179.0	2.0
NM_001002231	0	0	0	0	0	0	0
NM_001283009	67.0	8	1.0	75.0	38.0	36.0	1.0
NM_001001918	0	0	0	0	0	0	0
NM_053042	55.0	0	0	55.0	43.0	12.0	0
NM_001324321	34.0	3	1.0	37.0	36.0	0	1.0
NM_005958	0	0	0	0	0	0	0
NM_002700	0	0	0	0	0	0	0
NM_014587	0	0	0	0	0	0	0
NM_001286076	260.0	28	0	288.0	125.0	154.0	9.0
NM_001321449	0	0	0	0	0	0	0
NM_006594	101.0	2	2.0	103.0	87.0	16.0	0
NM_001330332	37.0	2	7.0	39.0	31.0	6.0	2.0
NM_004288	7.0	0	0	7.0	5.0	2.0	0
NM_001281432	98.0	11	40.0	109.0	109.0	0	0
NM_001170569	50.0	0	0	50.0	26.0	22.0	2.0
NM_014429	3.0	0	1.0	3.0	2.0	0	1.0
NM_021025	36.0	0	0	36.0	33.0	3.0	0
NM_031438	37.0	4	0	41.0	34.0	6.0	1.0
NM_014297	30.0	1	0	31.0	31.0	0	0
NM_001001917	0	0	0	0	0	0	0
NM_001321245	0	0	0	0	0	0	0
NM_021133	70.0	21	0	91.0	66.0	25.0	0
NM_021141	1358.0	371	0	1729.0	1631.0	64.0	34.0
NM_002367	0	0	0	0	0	0	0
NM_030630	0	0	0	0	0	0	0
NM_015896	0	0	0	0	0	0	0
NM_006811	1404.0	232	0	1636.0	1248.0	369.0	19.0
NM_001320820	154.0	13	0	167.0	162.0	1.0	4.0
NM_001348397	9.0	1	0	10.0	10.0	0	0
NM_001355224	0	0	0	0	0	0	0
NM_001330066	0	0	0	0	0	0	0
NM_001168247	0	0	0	0	0	0	0
NM_001127266	33.0	1	0	34.0	21.0	13.0	0
NM_003294	45.0	0	0	45.0	44.0	0	1.0
NM_001297573	6.0	0	2.0	6.0	4.0	2.0	0
NM_018489	124.0	7	2.0	131.0	111.0	20.0	0
NM_024759	20.0	3	0	23.0	21.0	2.0	0
NM_001101339	0	0	0	0	0	0	0
NM_001244666	233.0	40	16.0	273.0	219.0	28.0	26.0
NM_001102420	1138.0	33	3.0	1171.0	215.0	933.0	23.0
NM_024508	0	0	0	0	0	0	0
NM_007069	0	0	0	0	0	0	0
NM_016212	0	0	0	0	0	0	0
NM_001113511	69.0	8	1.0	77.0	73.0	0	4.0
NM_145719	3.0	0	0	3.0	3.0	0	0
NM_198517	5.0	3	0	8.0	7.0	1	0
NM_001318043	34.0	4	0	38.0	32.0	2.0	4.0
NM_001038707	119.0	10	0	129.0	41.0	87.0	1.0
NM_001037666	11.0	1	0	12.0	9.0	2.0	1.0
NM_001098409	0	0	0	0	0	0	0
NM_001184819	333.0	37	2.0	370.0	316.0	53.0	1.0
NM_001353349	0	0	0	0	0	0	0
NM_007366	0	0	0	0	0	0	0
NM_002432	45.0	2	0	47.0	39.0	7.0	1.0
NM_001289984	42.0	8	1.0	50.0	39.0	11.0	0
NM_001017920	0	0	0	0	0	0	0
NM_001012643	11.0	0	0	11.0	7.0	4.0	0
NM_001164471	0	0	0	0	0	0	0
NM_080656	37.0	0	0	37.0	35.0	1.0	1.0
NM_004297	0	0	0	0	0	0	0
NM_138434	0	0	0	0	0	0	0
NM_018558	0	0	0	0	0	0	0
NM_031905	55.0	3	2.0	58.0	20.0	37.0	1.0
NM_001331039	55.0	4	0	59.0	35.0	23.0	1.0
NM_001243476	1.0	1	1.0	2.0	2.0	0	0
NM_001289108	384.0	2	1.0	386.0	118.0	258.0	10.0
NM_032827	0	0	0	0	0	0	0
NM_005941	0	0	0	0	0	0	0
NM_001025579	461.0	33	6.0	494.0	294.0	184.0	16.0
NM_002490	492.0	48	0	540.0	530.0	0	10.0
NM_030966	0	0	0	0	0	0	0
NM_001145777	226.0	5	26.0	231.0	159.0	70.0	2.0
NM_001017526	0	0	0	0	0	0	0
NM_173806	0	0	0	0	0	0	0
NM_182983	0	0	0	0	0	0	0
NM_014241	58.0	9	0	67.0	64.0	3.0	0
NM_001034996	365.0	36	1.0	401.0	344.0	21.0	36.0
NM_001037442	7.0	2	0	9.0	9.0	0	0
NM_001058	0	0	1.0	0	0	0	0
NM_138782	469.0	115	7.0	584.0	565.0	4.0	15.0
NM_006753	40.0	2	0	42.0	39.0	0	3.0
NM_001354199	65.0	5	1.0	70.0	55.0	13.0	2.0
NM_001135147	536.0	52	60.0	588.0	445.0	139.0	4.0
NM_001129885	3.0	0	0	3.0	3.0	0	0
NM_033070	8.0	3	0	11.0	11.0	0	0
NM_001001959	0	0	0	0	0	0	0
NM_053278	0	0	0	0	0	0	0
NM_002027	66.0	3	1.0	69.0	65.0	2.0	2.0
NM_020547	11.0	0	0	11.0	11.0	0	0
NM_172175	2.0	0	0	2.0	0	2.0	0
NM_002199	333.0	48	15.0	381.0	268.0	110.0	3.0
NM_004101	0	0	0	0	0	0	0
NM_001321601	0	0	0	0	0	0	0
NM_001347830	0	0	0	0	0	0	0
NM_001322828	8.0	2	0	10.0	4.0	6.0	0
NM_005171	252.0	23	1.0	275.0	201.0	70.0	4.0
NM_015634	146.0	10	1.0	156.0	154.0	2.0	0
NM_032627	54.0	4	1.0	58.0	21.0	36.0	1.0
NM_001278419	0	0	0	0	0	0	0
NM_001005496	0	0	0	0	0	0	0
NM_006340	6.0	1	3.0	7.0	7.0	0	0
NM_001289125	73.0	3	2.0	76.0	43.0	31.0	2.0
NM_006065	3.0	0	0	3.0	3.0	0	0
NM_001009812	2.0	0	0	2.0	0	2.0	0
NM_004778	6.0	1	0	7.0	2.0	5.0	0
NM_006646	0	0	0	0	0	0	0
NM_014010	0	1	46.0	1	1	0	0
NM_032935	0	0	0	0	0	0	0
NM_001098816	0	0	1.0	0	0	0	0
NM_001099402	302.0	23	3.0	325.0	203.0	120.0	2.0
NM_001126128	0	0	0	0	0	0	0
NM_001031803	5.0	0	0	5.0	4.0	1.0	0
NM_013309	0	0	0	0	0	0	0
NM_003988	0	0	0	0	0	0	0
NM_003460	0	0	0	0	0	0	0
NM_015939	54.0	4	1.0	58.0	53.0	5.0	0
NM_001080505	0	0	0	0	0	0	0
NM_001330513	34.0	0	0	34.0	8.0	25.0	1.0
NM_001001413	0	0	0	0	0	0	0
NM_012163	6.0	0	1.0	6.0	1.0	5.0	0
NM_016577	912.0	263	5.0	1175.0	888.0	264.0	23.0
NM_001080779	74.0	21	1.0	95.0	95.0	0	0
NM_021211	94.0	0	0	94.0	47.0	47.0	0
NM_152791	11.0	0	0	11.0	7.0	4.0	0
NM_198956	3.0	0	0	3.0	3.0	0	0
NM_004488	4.0	0	0	4.0	4.0	0	0
NM_015950	295.0	18	0	313.0	294.0	16.0	3.0
NM_001265589	198.0	0	1.0	198.0	161.0	35.0	2.0
NM_001289088	91.0	4	6.0	95.0	88.0	5.0	2.0
NM_019078	0	0	0	0	0	0	0
NM_033337	0	0	0	0	0	0	0
NM_003041	0	0	0	0	0	0	0
NM_014051	11.0	6	0	17.0	9.0	7.0	1.0
NM_001004741	0	0	0	0	0	0	0
NM_032378	505.0	6	22.0	511.0	500.0	10.0	1.0
NM_001005170	0	0	0	0	0	0	0
NM_002305	147.0	44	0	191.0	170.0	18.0	3.0
NM_004356	169.0	39	1.0	208.0	172.0	32.0	4.0
NM_001258283	0	0	0	0	0	0	0
NM_001136112	1.0	0	0	1.0	1.0	0	0
NM_052955	0	0	0	0	0	0	0
NM_014895	109.0	5	1.0	114.0	89.0	23.0	2.0
NM_001161425	0	0	0	0	0	0	0
NM_181501	1.0	0	0	1.0	1.0	0	0
NM_014712	106.0	9	2.0	115.0	108.0	5.0	2.0
NM_018957	19.0	3	0	22.0	18.0	4.0	0
NM_001099269	20.0	2	0	22.0	12.0	10.0	0
NM_006963	84.0	6	0	90.0	74.0	15.0	1.0
NM_017696	58.0	4	2.0	62.0	62.0	0	0
NM_032142	383.0	58	10.0	441.0	415.0	20.0	6.0
NM_018129	207.0	36	2.0	243.0	217.0	20.0	6.0
NM_015016	173.0	42	16.0	215.0	209.0	0	6.0
NM_003389	0	0	0	0	0	0	0
NM_000292	67.0	10	0	77.0	65.0	12.0	0
NM_000745	1.0	0	0	1.0	0	1.0	0
NM_000609	0	0	0	0	0	0	0
NM_016027	118.0	14	0	132.0	101.0	28.0	3.0
NM_032927	47.0	7	0	54.0	21.0	31.0	2.0
NM_144492	0	0	0	0	0	0	0
NM_014912	14.0	0	0	14.0	9.0	5.0	0
NM_001454	1.0	0	0	1.0	0	1.0	0
