AccNum	ExonReads	RefseqReads	IntronReads	GenomeRefseqReads	CD_GenomeRefseqReads	fpUTR_reads	tpUTR_reads
NM_001013649	243.0	30	14.0	273.0	180.0	3.0	29.0
NM_001142964	26.0	1	0	27.0	22.0	0	5.0
NM_015475	532.0	41	1.0	573.0	377.0	32.0	4.0
NM_001277304	0	0	0	0	0	0	0
NM_178160	0	0	0	0	0	0	0
NM_032773	552.0	91	5.0	643.0	541.0	11.0	12.0
NM_001195076	33.0	0	1.0	33.0	31.0	0	2.0
NM_001350073	99.0	7	6.0	106.0	31.0	73.0	1.0
NM_001005291	3472.0	461	10.0	3933.0	3580.0	81.0	8.0
NM_138803	0	0	0	0	0	0	0
NM_001003750	0	0	0	0	0	0	0
NM_032846	299.0	44	30.0	343.0	240.0	30.0	1.0
NM_018210	152.0	13	2.0	165.0	93.0	64.0	6.0
NM_015038	0	0	0	0	0	0	0
NM_004537	2405.0	229	16.0	2634.0	1050.0	1511.0	28.0
NM_013369	0	0	0	0	0	0	0
NM_001135642	360.0	33	1.0	393.0	169.0	212.0	8.0
NM_001144954	0	0	0	0	0	0	0
NM_000729	0	0	0	0	0	0	0
NM_002561	78.0	7	1.0	85.0	42.0	42.0	0
NM_003772	191.0	0	0	191.0	106.0	56.0	0
NM_000682	0	0	0	0	0	0	0
NM_014650	42.0	0	1.0	42.0	13.0	23.0	0
NM_001114086	2.0	1	6.0	3.0	3.0	0	0
NM_001204375	156.0	8	0	164.0	131.0	10.0	0
NM_001006117	0	0	0	0	0	0	0
NM_001077663	1.0	27	0	28.0	4	1.0	0
NM_194460	323.0	16	5.0	339.0	133.0	17.0	6.0
NM_001031743	0	0	0	0	0	0	0
NM_001329941	69.0	1	1.0	70.0	47.0	0	17.0
NM_002178	16.0	0	1.0	16.0	12.0	1.0	0
NM_001145297	858.0	89	5.0	947.0	673.0	34.0	5.0
NM_152559	8.0	3	0	11.0	5.0	2.0	0
NM_001300901	534.0	0	112.0	534.0	527.0	0	7.0
NM_181708	123.0	2	1.0	125.0	76.0	1.0	1.0
NM_006012	616.0	106	11.0	722.0	631.0	14.0	1.0
NM_006794	0	0	0	0	0	0	0
NM_001206427	992.0	35	14.0	1027.0	70.0	367.0	6.0
NM_001136050	211.0	25	0	236.0	115.0	99.0	1.0
NM_000797	0	0	0	0	0	0	0
NM_014975	26.0	2	1.0	28.0	26.0	2.0	0
NM_001270616	0	0	0	0	0	0	0
NM_000417	88.0	6	1.0	94.0	27.0	58.0	2.0
NM_001731	2718.0	6	0	2724.0	545.0	2073.0	11.0
NM_001002231	0	0	0	0	0	0	0
NM_001283009	215.0	15	7.0	230.0	89.0	139.0	0
NM_001001918	0	0	0	0	0	0	0
NM_053042	457.0	26	33.0	483.0	245.0	236.0	0
NM_001324321	121.0	14	5.0	135.0	133.0	0	1.0
NM_005958	0	0	0	0	0	0	0
NM_002700	0	0	0	0	0	0	0
NM_014587	0	0	0	0	0	0	0
NM_001286076	893.0	179	3.0	1072.0	355.0	640.0	12.0
NM_001321449	0	0	0	0	0	0	0
NM_006594	372.0	19	4.0	391.0	233.0	63.0	4.0
NM_001330332	22.0	1	4.0	23.0	13.0	1.0	1.0
NM_004288	480.0	33	2.0	513.0	256.0	143.0	5.0
NM_001281432	435.0	34	75.0	469.0	126.0	4.0	5.0
NM_001170569	83.0	0	0	83.0	38.0	44.0	1.0
NM_014429	4.0	0	5.0	4.0	4.0	0	0
NM_021025	0	0	0	0	0	0	0
NM_031438	110.0	15	0	125.0	71.0	30.0	3.0
NM_014297	669.0	60	1.0	729.0	283.0	4.0	4.0
NM_001001917	0	0	0	0	0	0	0
NM_001321245	0	0	0	0	0	0	0
NM_021133	383.0	61	0	444.0	260.0	148.0	1.0
NM_021141	5509.0	1537	16.0	7046.0	5110.0	609.0	159.0
NM_002367	0	0	0	0	0	0	0
NM_030630	1.0	0	0	1.0	0	0	0
NM_015896	11.0	0	0	11.0	5.0	4.0	1.0
NM_006811	3383.0	388	1.0	3771.0	2065.0	1322.0	40.0
NM_001320820	95.0	6	1.0	101.0	89.0	2.0	5.0
NM_001348397	762.0	96	98.0	858.0	529.0	69.0	6.0
NM_001355224	4.0	0	3.0	4.0	1.0	3.0	0
NM_001330066	0	0	0	0	0	0	0
NM_001168247	0	0	0	0	0	0	0
NM_001127266	273.0	6	5.0	279.0	113.0	106.0	7.0
NM_003294	631.0	0	0	631.0	624.0	0	7.0
NM_001297573	266.0	31	54.0	297.0	156.0	128.0	6.0
NM_018489	436.0	23	18.0	459.0	369.0	74.0	6.0
NM_024759	133.0	5	7.0	138.0	47.0	19.0	7.0
NM_001101339	1.0	0	0	1.0	1.0	0	0
NM_001244666	695.0	103	55.0	798.0	488.0	136.0	50.0
NM_001102420	1395.0	48	22.0	1443.0	236.0	1135.0	25.0
NM_024508	0	0	0	0	0	0	0
NM_007069	5.0	0	0	5.0	2.0	3.0	0
NM_016212	0	0	0	0	0	0	0
NM_001113511	608.0	79	30.0	687.0	639.0	2.0	46.0
NM_145719	8.0	1	0	9.0	4.0	3.0	0
NM_198517	263.0	17	61.0	280.0	237.0	1.0	0
NM_001318043	472.0	137	1.0	609.0	432.0	15.0	7.0
NM_001038707	2145.0	172	5.0	2317.0	363.0	1803.0	33.0
NM_001037666	125.0	8	0	133.0	78.0	9.0	1.0
NM_001098409	0	0	0	0	0	0	0
NM_001184819	920.0	79	3.0	999.0	694.0	238.0	8.0
NM_001353349	0	0	0	0	0	0	0
NM_007366	9.0	1	1.0	10.0	6.0	1.0	0
NM_002432	690.0	91	4.0	781.0	405.0	345.0	6.0
NM_001289984	557.0	54	30.0	611.0	434.0	146.0	7.0
NM_001017920	1.0	0	0	1.0	0	0	0
NM_001012643	84.0	2	2.0	86.0	37.0	24.0	0
NM_001164471	0	0	0	0	0	0	0
NM_080656	219.0	0	2.0	219.0	65.0	0	0
NM_004297	22.0	3	4.0	25.0	17.0	4.0	1.0
NM_138434	0	0	0	0	0	0	0
NM_018558	0	0	0	0	0	0	0
NM_031905	310.0	9	2.0	319.0	47.0	262.0	0
NM_001331039	356.0	33	1.0	389.0	245.0	127.0	6.0
NM_001243476	53.0	3	40.0	56.0	56.0	0	0
NM_001289108	899.0	0	7.0	899.0	41.0	552.0	24.0
NM_032827	3.0	0	0	3.0	2.0	0	1.0
NM_005941	0	0	1.0	0	0	0	0
NM_001025579	484.0	38	9.0	522.0	189.0	263.0	28.0
NM_002490	747.0	60	0	807.0	798.0	0	7.0
NM_030966	0	0	0	0	0	0	0
NM_001145777	1172.0	105	54.0	1277.0	558.0	513.0	8.0
NM_001017526	0	0	0	0	0	0	0
NM_173806	0	0	0	0	0	0	0
NM_182983	3.0	2	3.0	5.0	3.0	1.0	0
NM_014241	280.0	17	2.0	297.0	190.0	8.0	1.0
NM_001034996	671.0	36	2.0	707.0	597.0	102.0	8.0
NM_001037442	30.0	2	7.0	32.0	31.0	1.0	0
NM_001058	1.0	0	0	1.0	0	1.0	0
NM_138782	128.0	18	7.0	146.0	111.0	5.0	3.0
NM_006753	503.0	19	0	522.0	292.0	8.0	2.0
NM_001354199	390.0	44	13.0	434.0	324.0	94.0	7.0
NM_001135147	820.0	72	165.0	892.0	525.0	302.0	9.0
NM_001129885	1.0	0	0	1.0	1.0	0	0
NM_033070	339.0	29	20.0	368.0	253.0	0	8.0
NM_001001959	0	0	0	0	0	0	0
NM_053278	0	0	0	0	0	0	0
NM_002027	360.0	15	6.0	375.0	235.0	1.0	4.0
NM_020547	97.0	14	15.0	111.0	111.0	0	0
NM_172175	3.0	1	0	4.0	1.0	3.0	0
NM_002199	914.0	127	23.0	1041.0	558.0	377.0	7.0
NM_004101	146.0	2	0	148.0	74.0	59.0	1.0
NM_001321601	0	0	0	0	0	0	0
NM_001347830	0	1	11.0	1	1	0	0
NM_001322828	49.0	9	1.0	58.0	10.0	47.0	0
NM_005171	537.0	53	8.0	590.0	317.0	155.0	4.0
NM_015634	332.0	18	0	350.0	232.0	4.0	7.0
NM_032627	178.0	5	10.0	183.0	62.0	119.0	0
NM_001278419	0	0	0	0	0	0	0
NM_001005496	0	0	0	0	0	0	0
NM_006340	90.0	17	0	107.0	62.0	18.0	3.0
NM_001289125	715.0	83	49.0	798.0	319.0	389.0	9.0
NM_006065	50.0	0	10.0	50.0	35.0	7.0	1.0
NM_001009812	16.0	0	2.0	16.0	2.0	14.0	0
NM_004778	490.0	51	1.0	541.0	324.0	139.0	0
NM_006646	130.0	5	10.0	135.0	57.0	68.0	7.0
NM_014010	6.0	1	63.0	7.0	7.0	0	0
NM_032935	0	0	0	0	0	0	0
NM_001098816	1.0	0	1.0	1.0	1.0	0	0
NM_001099402	806.0	50	31.0	856.0	381.0	428.0	5.0
NM_001126128	11.0	1	1.0	12.0	7.0	3.0	0
NM_001031803	122.0	28	11.0	150.0	109.0	32.0	0
NM_013309	10.0	0	1.0	10.0	5.0	4.0	0
NM_003988	1.0	0	0	1.0	0	0	1.0
NM_003460	0	0	0	0	0	0	0
NM_015939	311.0	19	1.0	330.0	195.0	72.0	3.0
NM_001080505	1.0	0	0	1.0	0	1.0	0
NM_001330513	175.0	1	5.0	176.0	31.0	141.0	1.0
NM_001001413	0	0	0	0	0	0	0
NM_012163	25.0	2	3.0	27.0	2.0	25.0	0
NM_016577	353.0	60	1.0	413.0	210.0	87.0	13.0
NM_001080779	299.0	65	10.0	364.0	361.0	0	3.0
NM_021211	321.0	1	1.0	322.0	114.0	205.0	0
NM_152791	46.0	3	0	49.0	40.0	5.0	1.0
NM_198956	0	0	0	0	0	0	0
NM_004488	1034.0	31	5.0	1065.0	825.0	1	6.0
NM_015950	547.0	26	0	573.0	306.0	11.0	12.0
NM_001265589	2389.0	4	5.0	2393.0	880.0	249.0	26.0
NM_001289088	245.0	12	37.0	257.0	203.0	33.0	0
NM_019078	0	0	0	0	0	0	0
NM_033337	0	0	0	0	0	0	0
NM_003041	0	0	0	0	0	0	0
NM_014051	286.0	57	1.0	343.0	86.0	200.0	4.0
NM_001004741	0	0	0	0	0	0	0
NM_032378	904.0	16	50.0	920.0	863.0	46.0	2.0
NM_001005170	0	0	0	0	0	0	0
NM_002305	9445.0	5730	13.0	15175.0	6846.0	1548.0	89.0
NM_004356	2142.0	431	0	2573.0	1686.0	418.0	65.0
NM_001258283	0	0	0	0	0	0	0
NM_001136112	2.0	0	0	2.0	2.0	0	0
NM_052955	0	0	0	0	0	0	0
NM_014895	137.0	22	3.0	159.0	115.0	29.0	3.0
NM_001161425	27.0	3	0	30.0	8.0	22.0	0
NM_181501	17.0	3	1.0	20.0	20.0	0	0
NM_014712	355.0	26	12.0	381.0	327.0	40.0	0
NM_018957	828.0	133	0	961.0	761.0	88.0	2.0
NM_001099269	107.0	1	2.0	108.0	42.0	63.0	3.0
NM_006963	664.0	190	1.0	854.0	261.0	396.0	1.0
NM_017696	211.0	11	35.0	222.0	199.0	0	5.0
NM_032142	464.0	74	29.0	538.0	447.0	38.0	1.0
NM_018129	343.0	65	8.0	408.0	288.0	56.0	7.0
NM_015016	264.0	46	69.0	310.0	289.0	0	13.0
NM_003389	102.0	12	2.0	114.0	89.0	0	3.0
NM_000292	537.0	73	8.0	610.0	438.0	153.0	7.0
NM_000745	74.0	1	1.0	75.0	43.0	29.0	0
NM_000609	14.0	2	0	16.0	4.0	0	0
NM_016027	357.0	28	3.0	385.0	198.0	70.0	7.0
NM_032927	205.0	9	5.0	214.0	38.0	170.0	3.0
NM_144492	0	0	0	0	0	0	0
NM_014912	48.0	2	6.0	50.0	22.0	25.0	0
NM_001454	30.0	4	0	34.0	16.0	16.0	0
NM_003146	2220.0	629	15.0	2849.0	1834.0	821.0	13.0
NM_032756	200.0	0	0	200.0	82.0	99.0	0
NM_001350065	408.0	33	118.0	441.0	409.0	25.0	5.0
NM_001190158	0	0	0	0	0	0	0
NM_182491	155.0	3	0	158.0	6.0	142.0	0
NM_002074	4519.0	583	41.0	5102.0	2395.0	2349.0	79.0
NM_021123	0	0	0	0	0	0	0
NM_178155	563.0	45	269.0	608.0	332.0	242.0	11.0
NM_199352	0	0	0	0	0	0	0
NM_001005187	0	0	0	0	0	0	0
NM_001282931	130.0	0	10.0	130.0	37.0	85.0	0
NM_004048	26513.0	3385	6.0	29898.0	14776.0	1720.0	98.0
NM_002825	3.0	0	0	3.0	1.0	2.0	0
