"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"NM_017847",106.068057928522,0.143725468997171,0.380282312583815,0.377944133190505,0.705472096226437,0.999991468737743
"NM_001003803",188.80167070759,0.051789043926532,0.385390047982569,0.134380854403574,0.893101420283472,0.999991468737743
"NM_001003800",330.754351806718,-0.227107603530738,0.437965046310807,-0.518551892311444,0.604073264223694,0.999991468737743
"NM_016649",200.388749691308,-0.110861194280447,0.36185750687212,-0.306366987488325,0.759325240808184,0.999991468737743
"NM_016647",144.63001847159,0.392210487634425,0.671906228286741,0.583728013110553,0.559403317120309,0.999991468737743
"NM_016640",642.366744153664,0.0648277625804841,0.192222313515614,0.337254096024697,0.735925360696247,0.999991468737743
"NM_001304467",49.0404778930016,0.0139884886175084,0.49984510241264,0.0279856470534353,0.977673598656365,0.999991468737743
"NM_001080825",190.389050979905,0.181654626434586,0.895934485648858,0.202754363566023,0.839327029567925,0.999991468737743
"NM_002223",1042.62080032241,-0.204950219887047,0.527763262643553,-0.388337412612725,0.697766354196228,0.999991468737743
"NM_001253384",171.174727359737,-0.323936418129098,0.477333626735669,-0.678637330339359,0.497367683616228,0.999991468737743
"NM_001145313",62.8835074614986,0.104942362059351,0.320620044186107,0.327310671813258,0.743432921655713,0.999991468737743
"NM_018476",268.464144574784,-0.12826769813441,0.239619397507105,-0.535297640628643,0.592444057592154,0.999991468737743
"NM_003363",612.763231397018,-0.11215957616557,0.190919725017084,-0.587469818299461,0.556888215056389,0.999991468737743
"NM_207118",78.0793132601695,-0.123994556405971,0.279171988678773,-0.444151137772796,0.656933316421574,0.999991468737743
"NM_001282730",253.937498958937,-0.0262660416956247,0.229321329933445,-0.114538153530018,0.90881120325213,0.999991468737743
"NM_004109",56.6686715164475,0.359849146565698,0.660320793648095,0.544961100766839,0.585780271539098,0.999991468737743
"NM_004106",198.843841763246,-0.105360669981646,0.570810582977943,-0.184580792864726,0.853557852140528,0.999991468737743
"NM_007100",268.696895385578,0.265231278742063,0.216690225732497,1.22401127159971,0.220947975486185,0.999991468737743
"NM_000485",493.983659133326,0.158397815471383,0.22250666675375,0.711878964267996,0.476539729342789,0.999991468737743
"NM_007108",1076.20715946039,0.225023943254519,0.348911040845535,0.644932137169424,0.518971164456929,0.999991468737743
"NM_000481",35.4194234982255,0.751600790774976,0.59297482241899,1.26750877500816,0.204973427973748,0.999991468737743
"NM_016643",18.5274410242338,0.0446968995233938,0.91885914242179,0.0486439079286827,0.961203077895019,0.999991468737743
"NM_001350532",462.823634186292,-0.131448212207945,0.398467920741117,-0.329884051803876,0.741487574408512,0.999991468737743
"NM_001350531",64.9665365592048,-0.0764835410797107,0.347657174856381,-0.219997016058439,0.825873478620454,0.999991468737743
"NM_001350530",529.79625143497,-0.301434957931704,0.325886759750565,-0.924968409770387,0.354982339906367,0.999991468737743
"NM_014177",130.200693355248,0.490932510829186,0.371018837705364,1.32320103708332,0.185768531224551,0.999991468737743
"NM_020992",450.820615845293,-0.0827583253683312,0.616142086836114,-0.134316949185041,0.8931519511748,0.999991468737743
"NM_005802",697.100605851989,-0.0954551317325882,0.313018686706602,-0.304950265867226,0.760404031256643,0.999991468737743
"NM_005258",105.008958784165,0.277405899132783,0.383821087343354,0.72274793720394,0.469834758453838,0.999991468737743
"NM_003824",209.526057294824,-0.0278134012635067,0.223157271797198,-0.124635872447765,0.900811827710022,0.999991468737743
"NM_003825",680.957737160681,0.113561620996711,0.339210700947645,0.334781953162023,0.737789575029501,0.999991468737743
"NM_003826",325.158899675168,-0.096029155589342,0.446980211630967,-0.214839836508523,0.829892192965079,0.999991468737743
"NM_003827",1865.83730514221,0.106922398943953,0.411986179762864,0.259529091498885,0.7952270389756,0.999991468737743
"NM_003820",57.9540070259526,-0.167135910274769,0.453464399738674,-0.368575593521978,0.712444090241999,0.999991468737743
"NM_003821",140.555902053852,-0.373750236296351,0.217921664550298,-1.71506691208339,0.0863329598601173,0.999991468737743
