"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"NM_017847",106.068057928522,0.185486625669119,0.37490199638684,0.494760303910802,0.620769328265599,0.999685444551069
"NM_001003803",188.80167070759,0.431440908455533,0.386292667463986,1.11687573902954,0.264047459213392,0.999685444551069
"NM_001003800",330.754351806718,-0.100951950280818,0.436961921867612,-0.231031458872527,0.817290362409898,0.999685444551069
"NM_016649",200.388749691308,-0.160498956541846,0.357735505888019,-0.448652576834481,0.653682299652786,0.999685444551069
"NM_016647",144.63001847159,0.426254106299979,0.669664088006737,0.636519284718894,0.524438015542819,0.999685444551069
"NM_016640",642.366744153664,0.00961061683643455,0.190367254389982,0.0504846112701004,0.959736212194476,0.999685444551069
"NM_001304467",49.0404778930016,-0.323702507449554,0.477916378398261,-0.677320389258147,0.498202697126564,0.999685444551069
"NM_001080825",190.389050979905,0.28269552530368,0.895612648505414,0.31564485581511,0.752272086895766,0.999685444551069
"NM_002223",1042.62080032241,0.0390106587733116,0.527783618321816,0.0739141144572716,0.941078724858205,0.999685444551069
"NM_001253384",171.174727359737,-0.00229665452809172,0.478258501148993,-0.00480211961224759,0.996168477628308,0.999685444551069
"NM_001145313",62.8835074614986,0.211688695594883,0.315378699628343,0.671220649474255,0.502079975848112,0.999685444551069
"NM_018476",268.464144574784,-0.280991461396677,0.236968767942659,-1.18577424289378,0.235711465914957,0.999685444551069
"NM_003363",612.763231397018,-0.122548247713963,0.189394147116371,-0.647054038257393,0.51759697038494,0.999685444551069
"NM_207118",78.0793132601695,-0.00886691413832367,0.274930060244015,-0.0322515265535308,0.974271465280834,0.999685444551069
"NM_001282730",253.937498958937,-0.0555112855557144,0.226261963163033,-0.245340775708358,0.806192581850361,0.999685444551069
"NM_004109",56.6686715164475,-0.484865494152311,0.601270899846408,-0.806401065270526,0.420011632905791,0.999685444551069
"NM_004106",198.843841763246,0.164662888856577,0.571370412317091,0.288189386966706,0.77320177230435,0.999685444551069
"NM_007100",268.696895385578,-0.15182703571782,0.208583728275746,-0.727894917656789,0.466677914560415,0.999685444551069
"NM_000485",493.983659133326,0.354690435333295,0.222097408239332,1.59700393689908,0.110264829660211,0.936492942717909
"NM_007108",1076.20715946039,0.205065617320148,0.348566454884992,0.588311394990113,0.556323298467205,0.999685444551069
"NM_000481",35.4194234982255,0.510123090172607,0.559392563132255,0.911923260681605,0.361809115784555,0.999685444551069
"NM_016643",18.5274410242338,-1.28521391787346,0.754975664593914,-1.70232495979159,0.0886944683657193,0.876159448182243
"NM_001350532",462.823634186292,0.158746691878652,0.398991961163895,0.397869399211888,0.690726457782646,0.999685444551069
"NM_001350531",64.9665365592048,0.162630119947197,0.347716219583003,0.467709329585576,0.639992468395031,0.999685444551069
"NM_001350530",529.79625143497,-0.606725229286889,0.324085775039187,-1.87211311330628,0.0611909561738068,0.766475929367301
"NM_014177",130.200693355248,-0.027613328809486,0.358421501319981,-0.0770414964163497,0.938590533679241,0.999685444551069
"NM_020992",450.820615845293,0.105481357040561,0.615468479722354,0.171383849077283,0.863921953461059,0.999685444551069
"NM_005802",697.100605851989,-0.0905872649099083,0.312407231307953,-0.289965326764836,0.771842763770928,0.999685444551069
"NM_005258",105.008958784165,-0.583705352903508,0.367248336759259,-1.58940230486637,0.111969594580017,0.9408366890667
"NM_003824",209.526057294824,-0.0176796020720488,0.219755331147985,-0.0804512999966458,0.935878327595296,0.999685444551069
"NM_003825",680.957737160681,0.194202430510725,0.338719147727068,0.573343526086127,0.566412119906965,0.999685444551069
"NM_003826",325.158899675168,-0.128694697688027,0.446205890938568,-0.288419987950687,0.773025269330756,0.999685444551069
"NM_003827",1865.83730514221,-0.141320799082093,0.411756713052061,-0.34321431710143,0.731437234642505,0.999685444551069
"NM_003820",57.9540070259526,-0.0630781860439946,0.44753315140973,-0.140946398820508,0.88791228703156,0.999685444551069
"NM_003821",140.555902053852,0.111290554288435,0.223220580226165,0.498567623897744,0.618084018280565,0.999685444551069
"NM_003795",1126.70191335624,0.384007222485203,0.32499482843242,1.1815794864719,0.237372597014746,0.999685444551069
"NM_012181",2577.27611534166,-0.360086192379838,0.342640610952464,-1.05091510133279,0.293297583970089,0.999685444551069
"NM_012180",154.626425470401,0.0927583710036802,0.51040173718523,0.181736001752708,0.855789911110158,0.999685444551069
"NM_001018088",1706.47681057305,0.131986538000106,0.303076870728098,0.435488652377293,0.663207773965395,0.999685444551069
"NM_020733",113.167156498121,0.208964663532234,1.06821122912181,0.195621107357227,0.844906738184661,0.999685444551069
"NM_020731",16.1881683808741,-0.69543803959982,0.673090457477131,-1.03320145438765,0.301509632421503,0.999685444551069
"NM_001025780",183.235956073608,0.568628970885725,0.43745599911995,1.29985409282228,0.1936509817293,0.999685444551069
"NM_001300829",676.786543645595,-0.154737656691047,0.301584287763797,-0.513082620578161,0.607893528035095,0.999685444551069
"NM_002224",37.2635843626448,-0.127026054244734,0.8521795720719,-0.149060196239974,0.881506133732154,0.999685444551069
