Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0006334~nucleosome assembly	10	4.85436893204	7.32822903086e-05	NM_021058, NM_138720, NM_003537, NM_021018, NM_003011, NM_005324, NM_003522, NM_003535, NM_175055, NM_003529	169	76	7039	5.480379943940001	0.0568042262428	0.0568042262428	0.112392498533
GOTERM_BP_DIRECT	GO:0032200~telomere organization	5	2.42718446602	0.0016363197396900002	NM_003537, NM_021018, NM_005324, NM_003535, NM_003529	169	22	7039	9.46611081226	0.729329389968	0.47973986311399996	2.4816745634
GOTERM_BP_DIRECT	GO:0045814~negative regulation of gene expression, epigenetic	6	2.91262135922	0.0017135309899900001	NM_003537, NM_021018, NM_005324, NM_003535, NM_001039618, NM_003529	169	37	7039	6.754197984969999	0.7455295625939999	0.36630670478200006	2.59734002827
GOTERM_BP_DIRECT	GO:0060968~regulation of gene silencing	4	1.94174757282	0.00191362312107	NM_003537, NM_021018, NM_003535, NM_003529	169	11	7039	15.1457772996	0.7831467099349999	0.317596094191	2.89648929893
GOTERM_BP_DIRECT	GO:0000183~chromatin silencing at rDNA	5	2.42718446602	0.004097732129510001	NM_003537, NM_021018, NM_005324, NM_003535, NM_003529	169	28	7039	7.43765849535	0.962247680837	0.480735386985	6.10648217483
GOTERM_BP_DIRECT	GO:0006342~chromatin silencing	5	2.42718446602	0.006684080498609999	NM_080596, NM_003511, NM_003510, NM_021064, NM_003517	169	32	7039	6.50795118343	0.9952603982610001	0.590151224691	9.779314228739999
GOTERM_BP_DIRECT	GO:0090200~positive regulation of release of cytochrome c from mitochondria	4	1.94174757282	0.00709880238561	NM_004322, NM_004052, NM_014417, NM_138621	169	17	7039	9.80020884093	0.996603625618	0.556097146635	10.3556056587
GOTERM_BP_DIRECT	GO:0001844~protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	3	1.45631067961	0.00797441955707	NM_004322, NM_014417, NM_138621	169	6	7039	20.825443787	0.998320225068	0.55005815278	11.5610661676
GOTERM_BP_DIRECT	GO:1902237~positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	3	1.45631067961	0.014425020751399998	NM_001195056, NM_014417, NM_138621	169	8	7039	15.619082840199999	0.9999907879500001	0.724269992321	19.9856179394
GOTERM_BP_DIRECT	GO:0043525~positive regulation of neuron apoptotic process	4	1.94174757282	0.0187060408294	NM_001195056, NM_014417, NM_003969, NM_138621	169	24	7039	6.941814595660001	0.999999714437	0.7783997722570001	25.155881497
-	-	-	-	-	-	-	-	-	-	-	-	-
GOTERM_CC_DIRECT	GO:0000786~nucleosome	13	6.3106796116499995	1.1294519414000001e-07	NM_021058, NM_021018, NM_080596, NM_138720, NM_003537, NM_003511, NM_003510, NM_005324, NM_003535, NM_003522, NM_021064, NM_003529, NM_003517	183	70	7347	7.455971896960001	2.51864625194e-05	2.51864625194e-05	0.000144085631848
GOTERM_CC_DIRECT	GO:0000788~nuclear nucleosome	9	4.368932038830001	5.89125063029e-07	NM_021058, NM_138720, NM_003537, NM_021018, NM_005324, NM_003522, NM_003535, NM_175055, NM_003529	183	31	7347	11.6557377049	0.000131366298454	6.56853065067e-05	0.0007515522906789998
GOTERM_CC_DIRECT	GO:0000228~nuclear chromosome	5	2.42718446602	0.013944468889899999	NM_003537, NM_021018, NM_005324, NM_003535, NM_003529	183	38	7347	5.28257118205	0.956347783671	0.647897777598	16.4014030184
