Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0006614~SRP-dependent cotranslational protein targeting to membrane	40	57.1428571429	1.1507235403999999e-63	NM_033251, NM_001260506, NM_001021, NM_001034996, NM_007104, NM_022551, NM_001017, NM_001016, NM_000989, NM_001019, NM_001025071, NM_001012, NM_000967, NM_001015, NM_000968, NM_053275, NM_001321485, NM_001330200, NM_001009, NM_001321702, NM_001303625, NM_001030001, NM_002952, NM_001320141, NM_001007, NM_002954, NM_001008, NM_001028, NM_001315530, NM_000999, NM_000978, NM_001025, NM_000976, NM_001024, NM_001010, NM_001316311, NM_000975, NM_000990, NM_000972, NM_000997	67	78	7039	53.8767699962	4.0390396268199994e-61	4.0390396268199994e-61	1.5744879220299994e-60
GOTERM_BP_DIRECT	GO:0000184~nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	41	58.571428571400006	3.43704250968e-60	NM_033251, NM_001260506, NM_001021, NM_001034996, NM_007104, NM_022551, NM_001017, NM_001016, NM_000989, NM_001019, NM_001025071, NM_001012, NM_000967, NM_001015, NM_000968, NM_053275, NM_001321485, NM_001568, NM_001330200, NM_001009, NM_001321702, NM_001303625, NM_001030001, NM_002952, NM_001320141, NM_001007, NM_002954, NM_001008, NM_001028, NM_001315530, NM_000999, NM_000978, NM_001025, NM_000976, NM_001024, NM_001010, NM_001316311, NM_000975, NM_000990, NM_000972, NM_000997	67	101	7039	42.6479976356	1.2064019208999998e-57	6.032009604489999e-58	4.702764590259999e-57
GOTERM_BP_DIRECT	GO:0019083~viral transcription	40	57.1428571429	1.6680405035899996e-59	NM_033251, NM_001260506, NM_001021, NM_001034996, NM_007104, NM_022551, NM_001017, NM_001016, NM_000989, NM_001019, NM_001025071, NM_001012, NM_000967, NM_001015, NM_000968, NM_053275, NM_001321485, NM_001330200, NM_001009, NM_001321702, NM_001303625, NM_001030001, NM_002952, NM_001320141, NM_001007, NM_002954, NM_001008, NM_001028, NM_001315530, NM_000999, NM_000978, NM_001025, NM_000976, NM_001024, NM_001010, NM_001316311, NM_000975, NM_000990, NM_000972, NM_000997	67	94	7039	44.706255954300005	5.854822167609999e-57	1.9516073891999998e-57	2.28231154934e-56
GOTERM_BP_DIRECT	GO:0006413~translational initiation	41	58.571428571400006	2.0703474583599996e-57	NM_033251, NM_001260506, NM_001021, NM_001034996, NM_007104, NM_022551, NM_001017, NM_001016, NM_000989, NM_001019, NM_001025071, NM_001012, NM_000967, NM_001015, NM_000968, NM_053275, NM_001321485, NM_001568, NM_001330200, NM_001009, NM_001321702, NM_001303625, NM_001030001, NM_002952, NM_001320141, NM_001007, NM_002954, NM_001008, NM_001028, NM_001315530, NM_000999, NM_000978, NM_001025, NM_000976, NM_001024, NM_001010, NM_001316311, NM_000975, NM_000990, NM_000972, NM_000997	67	115	7039	37.4560674886	7.26691957884e-55	1.81672989471e-55	2.832771689409999e-54
GOTERM_BP_DIRECT	GO:0006412~translation	41	58.571428571400006	6.903154398309999e-48	NM_016067, NM_033251, NM_001260506, NM_001021, NM_001034996, NM_007104, NM_022551, NM_001017, NM_001016, NM_000989, NM_001019, NM_001025071, NM_001012, NM_000967, NM_001015, NM_000968, NM_053275, NM_001321485, NM_001330200, NM_001009, NM_001321702, NM_001303625, NM_001030001, NM_002952, NM_001320141, NM_001007, NM_002954, NM_001008, NM_001028, NM_001315530, NM_000999, NM_000978, NM_001025, NM_000976, NM_001024, NM_001010, NM_001316311, NM_000975, NM_000990, NM_000972, NM_000997	67	185	7039	23.2835014119	2.42300719381e-45	4.84601438761e-46	9.44530362195e-45
GOTERM_BP_DIRECT	GO:0006364~rRNA processing	40	57.1428571429	2.9980814021699997e-46	NM_033251, NM_001260506, NM_001021, NM_001034996, NM_007104, NM_022551, NM_001017, NM_001016, NM_000989, NM_001019, NM_001025071, NM_001012, NM_000967, NM_001015, NM_000968, NM_053275, NM_001321485, NM_001330200, NM_001009, NM_001321702, NM_001303625, NM_001030001, NM_002952, NM_001320141, NM_001007, NM_002954, NM_001008, NM_001028, NM_001315530, NM_000999, NM_000978, NM_001025, NM_000976, NM_001024, NM_001010, NM_001316311, NM_000975, NM_000990, NM_000972, NM_000997	67	183	7039	22.963869178699998	1.0523265721599999e-43	1.7538776202700004e-44	4.10215207322e-43
GOTERM_BP_DIRECT	GO:0000027~ribosomal large subunit assembly	5	7.1428571428600005	1.1790664587000001e-05	NM_000967, NM_000976, NM_000975, NM_001303625, NM_001320141	67	16	7039	32.831156716399995	0.00412999568147	0.000591046358703	0.0161314776163
GOTERM_BP_DIRECT	GO:0000028~ribosomal small subunit assembly	4	5.71428571429	0.00016308390866799999	NM_001009, NM_001025071, NM_001321485, NM_001021	67	12	7039	35.0199004975	0.0556393299849	0.007130347595520001	0.222910419554
GOTERM_BP_DIRECT	GO:0006414~translational elongation	4	5.71428571429	0.00033056047288	NM_001402, NM_001404, NM_001961, NM_001959	67	15	7039	28.015920398000002	0.10956565492900001	0.0128112183294	0.45134549786899997
GOTERM_BP_DIRECT	GO:0002181~cytoplasmic translation	4	5.71428571429	0.0009281559526280001	NM_001315530, NM_053275, NM_001316311, NM_001320141	67	21	7039	20.0113717129	0.278147187434	0.0320679613324	1.2625101461
-	-	-	-	-	-	-	-	-	-	-	-	-
GOTERM_CC_DIRECT	GO:0005840~ribosome	37	52.8571428571	7.190442087299999e-46	NM_016067, NM_033251, NM_001260506, NM_001021, NM_001034996, NM_007104, NM_022551, NM_001017, NM_000989, NM_001019, NM_001025071, NM_001012, NM_000967, NM_001015, NM_000968, NM_053275, NM_001321485, NM_001330200, NM_001321702, NM_001303625, NM_001030001, NM_002952, NM_001320141, NM_001007, NM_001008, NM_002954, NM_001028, NM_000999, NM_000978, NM_001025, NM_001024, NM_001010, NM_001316311, NM_000975, NM_000990, NM_000972, NM_000997	68	140	7347	28.5545168067	6.32758903683e-44	6.32758903683e-44	7.78839019737e-43
GOTERM_CC_DIRECT	GO:0022627~cytosolic small ribosomal subunit	22	31.4285714286	2.23930228416e-35	NM_001009, NM_016067, NM_001260506, NM_001321702, NM_001021, NM_001030001, NM_002952, NM_001007, NM_001008, NM_002954, NM_022551, NM_001017, NM_001016, NM_001019, NM_001025071, NM_001028, NM_001025, NM_001012, NM_001015, NM_001024, NM_001010, NM_001321485	68	36	7347	66.0269607843	1.97058601006e-33	9.8529300503e-34	2.4255198424699998e-32
GOTERM_CC_DIRECT	GO:0022625~cytosolic large ribosomal subunit	19	27.1428571429	8.03637604815e-25	NM_033251, NM_001303625, NM_001034996, NM_001320141, NM_007104, NM_000989, NM_001315530, NM_000999, NM_000978, NM_000967, NM_000976, NM_000968, NM_053275, NM_001316311, NM_000975, NM_000990, NM_000972, NM_001330200, NM_000997	68	53	7347	38.7327968923	7.07201092237e-23	2.3573369741199998e-23	8.704670961239998e-22
GOTERM_CC_DIRECT	GO:0015935~small ribosomal subunit	13	18.571428571400002	1.45838507953e-19	NM_001009, NM_001260506, NM_001321702, NM_001030001, NM_002952, NM_001007, NM_002954, NM_022551, NM_001028, NM_006098, NM_001025, NM_001024, NM_001010	68	23	7347	61.068414322299994	1.2833788699900001e-17	3.2084471749800003e-18	1.57966254641e-16
