"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"NM_017847",111.932801422948,0.219971343154318,0.271792186731551,0.809336522140657,0.418321604000308,0.519263272918822
"NM_001003803",184.246489944412,0.515966865744797,0.229385645902004,2.24934242818848,0.0244907184025782,0.049466145461593
"NM_001003800",351.011933092088,-1.24840227365641,0.366222663836149,-3.40886132108677,0.000652346327959237,0.0020435392257294
"NM_016649",208.780287606203,1.01760775646669,0.290769466226187,3.49970638139529,0.000465770893229131,0.00151452882329708
"NM_016647",147.915697368327,0.132598482754005,0.622060180624796,0.21316021646141,0.831201997786627,0.876771846360517
"NM_016640",658.108714901573,0.66085692928489,0.166636275970331,3.96586472805328,7.31303308581358e-05,0.000289238992604081
"NM_001304467",50.6017966806685,1.135032812695,0.408830635746744,2.77629099546765,0.00549829732255284,0.0134474038319
"NM_001080825",173.692656698337,1.49278098712561,0.784729684061211,1.90228688610327,0.057133659164909,0.101178015386089
"NM_002223",1174.4393863015,-1.47707236726301,0.224070724217325,-6.59199175805943,4.33964692702467e-11,4.29191568136267e-10
"NM_001253384",174.783836951013,0.60489712150418,0.436096221873704,1.38707260270501,0.165419625267576,0.246437487380875
"NM_001145313",63.9622240909871,1.07037465574328,0.257979346760885,4.14907111434537,3.33827101984178e-05,0.000141291278707233
"NM_018476",267.750110425276,-0.975185200386168,0.190710064520456,-5.11344381765215,3.16337871867468e-07,1.87085189724572e-06
"NM_003363",641.046396198631,-0.214042306803251,0.168932918620975,-1.26702544744098,0.205146190903139,0.294229855833083
"NM_207118",80.9678508409839,0.511555447049615,0.202528155793789,2.52584854211813,0.0115419228477006,0.0257944266127156
"NM_001282730",260.441829116719,0.122558967118881,0.192004805632744,0.638311977218451,0.523270616885147,0.618249878279558
"NM_004109",62.0304926612457,-0.578235468201319,0.311104850677595,-1.85865140624425,0.0630765655095668,0.110019697356099
"NM_004106",231.375396022396,-3.78565788136743,0.375416482061834,-10.0838883273748,6.50978575215499e-24,2.01986732563344e-22
"NM_007100",276.138429649795,0.37151481211521,0.182472540910179,2.03600393934387,0.0417499597009475,0.0776653250759445
"NM_000485",508.784730971689,0.568634508290145,0.192070306062607,2.96055397602581,0.00307086306386676,0.00809465908429372
"NM_007108",1065.09852852508,0.490101053201199,0.212064690566616,2.31109220441979,0.0208277624917886,0.0429946749672616
"NM_001350532",504.592365751142,-0.586981476675258,0.128870291054256,-4.55482386105678,5.24294913490438e-06,2.54971676472282e-05
"NM_001350531",66.5261712954099,0.783014454969626,0.269793915142751,2.90226877264939,0.00370470539874618,0.00950942731539508
"NM_001350530",538.414041271536,0.183753730371575,0.298420263267641,0.615754869858732,0.538056317269196,0.632011765899247
"NM_014177",134.587174145506,1.35839732657125,0.333259138188773,4.07609926003527,4.57974755908898e-05,0.000188494794445082
"NM_020992",520.583497775736,-1.70999595043485,0.337536275030866,-5.06611015446705,4.0602701722487e-07,2.35543783791017e-06
"NM_005802",701.226957881954,0.480186217923433,0.211012885404471,2.27562509750534,0.022868457878066,0.0466042670725065
"NM_005258",105.254487765438,1.0234058058346,0.2871892915963,3.5635235566972,0.000365909841196996,0.00122321605486644
"NM_003824",216.614756820596,-0.246156183996078,0.194362451001836,-1.26648013917953,0.205341235568852,0.294413759816583
"NM_003825",724.986639193724,-0.668963135522613,0.330368832638774,-2.02489783972467,0.0428778554879064,0.0793947599410446
"NM_003826",322.444094950195,0.344066292214856,0.359950190097177,0.95587195584469,0.339136929041503,0.440712965449598
"NM_003827",1818.31424193446,0.0896310054221357,0.211448903259953,0.423889668096052,0.67164627948486,0.74861459838358
"NM_003820",60.228652242126,-1.81888483176841,0.4136011944296,-4.39767789906131,1.09415193749895e-05,5.04799312735116e-05
"NM_003821",144.524209522269,-0.77825748237193,0.190663537906585,-4.08183699367436,4.46811314533898e-05,0.000184158152650735
"NM_003795",1101.30973013771,0.0300789841252526,0.122810877751011,0.244921172098739,0.806517467905826,0.857765240384889
"NM_012181",2544.66591601427,-0.136118451992245,0.165724500471944,-0.821353822787893,0.411444758202157,0.512604440729169
"NM_012180",150.371380742703,0.0382800581615389,0.364464941540241,0.105030837807791,0.916351339011449,0.939158874083379
"NM_001018088",1837.4716550244,-0.746896985592275,0.169315939341644,-4.41126209674327,1.02769828324588e-05,4.76600504330485e-05
"NM_001025780",204.989514453963,-1.65832208872715,0.251993565272681,-6.5808112478296,4.67888261956461e-11,4.60673895459255e-10
"NM_001300829",678.727682684267,-0.22182449047227,0.236355976363365,-0.938518644145666,0.347977940187857,0.449237117514753
"NM_001688",773.377675176095,0.577583954792389,0.1557770642507,3.70775991684407,0.000209100754441187,0.000741188997641085
"NM_014171",147.737249579851,0.295358375770536,0.328625034372583,0.898770163187475,0.36877509574147,0.470145564767627
"NM_001867",401.779461722273,0.573862454533915,0.292888669707459,1.95931940660967,0.0500753924125095,0.0905343368771099
"NM_144643",202.456023795804,-0.118876104829304,0.178118632368383,-0.667398481835664,0.504517635379043,0.601063699715779
"NM_000159",511.965548205842,1.49827678671387,0.275531554706826,5.43776841933072,5.39520348461252e-08,3.64488435792054e-07
"NM_000158",499.964800990346,-0.310604033636218,0.423814341793515,-0.732877590507654,0.463633092116492,0.562823365164696
"NM_021021",375.910970087422,-0.958981737248514,0.570486092019359,-1.68099056342284,0.0927647475188657,0.152479566337669
"NM_001347869",31.5105870807215,0.172823276110127,0.348074734361376,0.496511981621451,0.619533236032638,0.706160506521744
"NM_001143679",440.219245755211,-0.714401354696948,0.13646583402784,-5.23501988454637,1.64967102850234e-07,1.02952557387837e-06
"NM_001297658",149.120354445913,0.076720677549913,0.245263533029366,0.312809151047853,0.754425662520411,0.817611479292813
"NM_001286495",144.001498982097,-0.673320287180158,0.359734331441248,-1.87171539753393,0.0612459881710633,0.107398062321521
"NM_023009",171.681028778688,0.153424548800322,0.464891571980621,0.330022220335535,0.741383172464655,0.807049847530394
"NM_173531",96.1029489881678,0.418989869549563,0.198093275382404,2.11511404786828,0.0344202282073267,0.0660242482180421
"NM_001286499",100.851209479706,0.467284581751007,0.303911271059061,1.53756910733395,0.124154005758985,0.195016951648516
"NM_001297656",1774.67921016753,0.76629093302917,0.140772617285482,5.44346583735926,5.22537588548537e-08,3.53656008470791e-07
"NM_006885",289.685486736158,-1.02477520587504,1.31917276608799,-0.776831687417263,0.437258078952535,0.537544390587297
"NM_152695",32.6455671140449,-0.289759332441068,0.497562990001221,-0.582357084959949,0.560326181749948,0.652344340544397
"NM_001319119",282.048542800704,0.841294337171163,0.205883253374994,4.08626890910276,4.38365681864433e-05,0.000181015857009812
"NM_001193653",243.666199564902,-0.908959060346648,0.207056751693458,-4.38990302374848,1.13401221709065e-05,5.20464357135565e-05
"NM_182976",456.298779005805,0.263412784515038,0.271770952363908,0.969245543807497,0.332422692422026,0.433778878368561
"NM_003355",1304.55280134069,0.57124419283731,0.785209423546625,0.727505523631035,0.466916332835493,0.56618504540338
"NM_001002030",364.873590369867,0.341280765026485,0.140519677967515,2.42870443458731,0.0151528796346559,0.0327432994949947
"NM_001170704",239.87586872271,-0.0715172334945337,0.252042851238761,-0.283750295408241,0.776601747954798,0.834664544819817
"NM_003358",319.534383341058,2.32968852466332,0.328954680060014,7.0820956985269,1.41990542004065e-12,1.67723948544212e-11
"NM_001002034",27.3985225489933,0.7354119298724,0.427099052478635,1.72187675342405,0.0850918469028903,0.141717889795553
"NM_004813",220.357140548918,0.608236671482371,0.239844605375514,2.53596144274366,0.0112139080184531,0.0251506636443392
"NM_004814",596.986179085598,0.557521940876113,0.183238440419466,3.04260361308383,0.00234541057330839,0.00638879690015256
"NM_020199",272.297225495629,-0.528214547296676,0.141152715577911,-3.74214938149823,0.000182452998457642,0.000656502989958652
"NM_004817",829.459291584788,-1.63428807930085,0.209231492837165,-7.81090865978166,5.67771518170286e-15,8.55248310789155e-14
"NM_004818",711.656041996813,0.296437638690057,0.214361636644305,1.38288568482029,0.166699920342394,0.248093176500113
"NM_020196",846.722199939887,0.660045980195572,0.182334907084779,3.61996499051427,0.000294642878725818,0.00100948407750074
"NM_020195",138.532213642836,-0.85390097108436,0.342275347644891,-2.49477789434685,0.0126035993117668,0.0279052555616305
"NM_014314",95.3053153195034,-0.860174153186474,0.287369574815171,-2.99326800250067,0.00276007261878596,0.00737917473202119
"NM_020191",617.232316269361,1.11607713534721,0.150058979292861,7.43758981039737,1.02538870224675e-13,1.36491317888193e-12
"NM_005663",341.723990985808,0.444216238520256,0.23245390784138,1.91098632260197,0.0560063385950023,0.0994571409108589
"NM_001303095",112.035793946345,0.141678411286173,0.245017877910055,0.578237035169256,0.56310409797607,0.654972717973222
"NM_001303096",634.903239430889,1.03852178355074,0.279280847195424,3.71855712262305,0.000200363986498534,0.000712800746477627
"NM_014313",562.29634213982,-0.408148476564629,0.200237097610611,-2.03832597173542,0.0415173441862592,0.077346899993513
"NM_003689",328.667497200062,0.141435002444803,0.224228722711733,0.630762200017662,0.528196022468686,0.623087463185283
"NM_003680",2140.37090701183,0.249113319249942,0.400462874548744,0.62206345477256,0.533900144101804,0.62771555301202
"NM_003681",403.313317911942,0.0608033513930672,0.190955798807125,0.318415841639256,0.750169523239964,0.814300793149859
"NM_003682",576.581300245597,-2.10207811264642,0.208553095001017,-10.0793426855457,6.81806957059998e-24,2.10809926512726e-22
"NM_003684",255.889077443257,-0.314966833223394,0.279201893170912,-1.12809705423662,0.259278933086374,0.355993449416816
"NM_003685",1452.24447858169,0.200605974894667,0.248269880912046,0.808015753492608,0.419081513410834,0.519840413313101
"NM_006416",145.391941441495,-0.714838761078311,0.195431781088538,-3.65774060440283,0.000254448364366451,0.000883183678142909
"NM_006417",77.7358590300968,-0.334988078522291,0.389663230935565,-0.859686139023174,0.389962077477129,0.491247309634841
"NM_003172",243.316064920411,0.313166070573654,0.244930606904987,1.27859100392111,0.201041119546915,0.289472932262649
"NM_001324229",33.3814359407703,0.727539614704181,0.382857425155969,1.90028863723303,0.0573952516826349,0.101559630085819
"NM_006411",235.422092348666,-0.391328668414833,0.256633450859348,-1.52485448449706,0.127295396641335,0.199050301303141
"NM_001128844",1370.86070584653,0.373184010936657,0.262360266504696,1.42241054984588,0.154907102267603,0.234181057674064
"NM_001127325",220.312359810013,0.0103814954613721,0.351770896140723,0.0295120931699225,0.976456174188393,0.984387576587132
"NM_001127322",559.846204275531,0.438845985845868,0.273542769552783,1.60430482795557,0.108646877430472,0.174328990788857
"NM_001098398",3357.56469808695,-0.21947845111927,0.199036163764006,-1.10270639751428,0.270154687652814,0.367603938788851
"NM_001257360",382.848869094891,-0.617027869484305,0.262693932057992,-2.34884705805877,0.0188316401913972,0.0394656457173024
"NM_002887",788.020597166547,0.670214295528255,0.320489482254582,2.09122087506094,0.0365082688801655,0.0693641365614529
"NM_002886",616.698826376674,0.188903252765293,0.269391501928403,0.701222018560549,0.483164470747134,0.580693578317477
"NM_002881",155.582810463555,-1.31022400709402,0.193489666115554,-6.77154513415485,1.27414198202351e-11,1.33030084663403e-10
"NM_001346791",110.524927598507,0.773538707470387,0.323527069164391,2.39095513543361,0.0168046062204873,0.0358292257476249
"NM_024298",419.856327659781,-2.79037749263432,0.242533273569082,-11.5051326837409,1.24298045559609e-30,5.7047623826629e-29
"NM_024299",319.373972930512,0.176389789031749,0.432545093318405,0.407795144960539,0.683424078304772,0.758480223932198
"NM_024292",392.643763734804,0.364998856866163,0.145716464813063,2.50485665662018,0.0122501028760151,0.0272251971105787
"NM_024293",623.814120728626,-0.575978691845181,0.213561256521524,-2.69701865041767,0.00699633517513986,0.0165998130218989
"NM_024294",286.027406362947,-0.662670066288946,0.183302586236926,-3.61517030333886,0.000300150242861158,0.00102715492819127
"NM_002014",741.057514861863,0.87102824538655,0.413616399476222,2.10588421177102,0.0352144114266848,0.067253878086681
"NM_024297",286.03456440669,-0.565716228641441,0.222414061434962,-2.5435272616829,0.0109739493164901,0.0246626986424153
"NM_001077269",316.863044290057,-2.90513528122133,0.323996554319064,-8.96656227510501,3.05912991903757e-19,6.65606243124915e-18
"NM_032505",241.874662656019,1.53850601694381,0.217901693218772,7.06055099534798,1.65843668128863e-12,1.94534813547811e-11
"NM_032501",1544.66794580471,1.69609683853975,0.227168134328941,7.46626213025013,8.25049114488101e-14,1.10997447280445e-12
"NM_001469",1690.04002431187,0.627250221011475,0.15155543809344,4.13875100030889,3.49201692325564e-05,0.000147232790084826
"NM_004104",4769.90338530609,-0.583891868672554,0.752650360909797,-0.775781025291412,0.437878289299674,0.538006620929829
"NM_001077268",99.4702234760431,-0.388514878830163,0.436771245916934,-0.889515696058553,0.373725991444586,0.475700337514039
"NM_001303115",1111.16124505557,0.876485626951293,0.408243352748534,2.14696852024724,0.0317957878525972,0.0618712564647315
"NM_002087",2825.96845775805,-1.83881595938243,0.254684868149177,-7.21996549204242,5.20007682179237e-13,6.39987108290983e-12
"NM_002086",655.43349974127,-1.15969504644276,0.263770415541644,-4.39660772441583,1.09955801827182e-05,5.07028009262755e-05
"NM_002080",674.548240975194,1.50228756100982,0.266998757067695,5.626571365008,1.83826754469276e-08,1.32343248397325e-07
"NM_001104595",190.017182369705,1.91143395065542,0.359002999494055,5.3242840682368,1.01351416352353e-07,6.49061541349513e-07
"NM_001329684",141.446532654648,0.653361208576837,0.308751541813511,2.11613909598377,0.0343329792390576,0.0658989791014105
"NM_001288726",288.483637318539,0.838829565164508,0.179960905764353,4.66117661278556,3.14406777756213e-06,1.58046350575457e-05
"NM_014008",196.888861335439,-0.418321216351642,0.165645924009737,-2.52539396216626,0.0115568652228888,0.0258147265764503
"NM_014007",107.849813039134,-0.404591615049353,0.27087410556257,-1.49365187273648,0.135266633773688,0.209227589400341
"NM_014003",640.38781666779,0.157879734181498,0.219227848128496,0.720162769143087,0.471424784059412,0.569956162168158
"NM_014000",3139.62565117862,-3.13180285356919,0.383488090485776,-8.16662350479264,3.17140702036037e-16,5.43705032362171e-15
"NM_018230",1053.68760913732,0.849231297106346,0.198662129026973,4.27475181739869,1.91350324493643e-05,8.45202536059138e-05
"NM_015352",256.307248878021,0.658870182186515,0.193869907929815,3.39851702217263,0.000677522466669972,0.00211713758024673
"NM_015355",796.588437939101,0.430747638959545,0.165464059245357,2.60327010544818,0.00923391730516137,0.0211788858128792
"NM_015354",1549.10602758331,0.51751499641704,0.215918347660557,2.39680880306948,0.0165385510619625,0.0353732310577703
"NM_005006",2146.48976488268,0.731388969232975,0.0981210137912535,7.45394835390675,9.05874708583917e-14,1.21131531593953e-12
"NM_005642",572.787607158303,-0.721355449467508,0.305227323747314,-2.36333838206664,0.0181111243359817,0.0381806764709738
"NM_018238",161.173493781647,0.384379525137527,0.180084795882345,2.13443629849049,0.0328070829227347,0.0634399856737191
"NM_006532",252.414631595929,-0.0904438545515234,0.160886543452565,-0.562159224821618,0.574007539841573,0.665541210919408
"NM_000333",204.630112254317,-0.859173622507124,0.26426454462946,-3.25118764498589,0.00114923979786665,0.0034040675962356
"NM_002229",1694.77361681625,-0.126242846576242,0.261830774691619,-0.482154348452468,0.629696304088147,0.71460191006114
"NM_002228",46.4503140601431,-2.48140860420154,0.815119169495705,-3.04422800623953,0.00233278266584374,0.00635980158729821
"NM_002558",299.232587328702,-3.77468425478831,0.322954536966721,-11.6879740728871,1.46847771470564e-31,7.03273131629679e-30
"NM_133372",1161.14743226672,-0.763889367205246,0.23054150696026,-3.31345698775589,0.000921502794667821,0.00279431611376904
"NM_001009954",229.051565387079,0.805394681285207,0.294897826818539,2.73109737692572,0.00631238174765956,0.0151772736590385
"NM_001080495",647.524665808827,-1.33330068816982,0.263471042689821,-5.06052078648921,4.18112871692717e-07,2.41600696744671e-06
"NM_002221",213.884921230635,-0.850814632820407,0.297163887738823,-2.8631158358252,0.00419497170454472,0.0106041568159633
"NM_002556",726.947514088505,-0.352557285637927,0.154765285897641,-2.27801269253042,0.0227258213869849,0.0463779384117904
"NM_001113756",78.4625736032095,-3.22087129253284,0.371309878113994,-8.67434852229819,4.15924673333841e-18,8.27342713638332e-17
"NM_001317946",574.896507049213,-0.346261670089613,0.214933823860683,-1.61101525981343,0.107176396484684,0.172563202233333
