"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"NM_001350073",75.0870689144576,0.82091472512322,0.350293465467799,2.34350567752365,0.0191034714914564,0.0602108273834601
"NM_001005291",57.4080462756424,-0.0452932910325656,0.425300520087348,-0.106497144709024,0.915187920719275,0.949556636629576
"NM_032846",19.5255116766939,-0.720411365715995,0.581571160294085,-1.23873296150329,0.215444407676251,0.368470665603971
"NM_018210",25.3711187611737,0.249966334648752,0.460382406520547,0.542953707848947,0.587161675748232,0.734550696303067
"NM_004537",370.705645150056,-0.972681417784807,0.260968416795886,-3.72719974979033,0.000193619005780951,0.00139395586691318
"NM_001135642",179.677994095122,-0.339030496833863,0.309668772171332,-1.09481655013727,0.273597014279068,0.439241999093427
"NM_003772",29.1087804272618,-0.418251853729725,0.417921809002572,-1.00078972841341,0.316928476460282,0.489332977494922
"NM_001206427",200.306144937143,0.537014769779486,0.354748141365681,1.51379163739133,0.130078694275262,0.254985640677316
"NM_001136050",29.4058738972818,-0.665986066719659,0.42625389518019,-1.56241637730519,0.118189931433846,0.237498108216047
"NM_001731",286.129377060879,-1.5613516703546,0.34430296059828,-4.53481918262192,5.76528549882723e-06,6.75921582261655e-05
"NM_001283009",67.5363852552731,1.27598095008058,0.323013002852562,3.95024639507467,7.8070781183598e-05,0.000648280983001246
"NM_053042",83.4250837208855,0.421065013341303,0.400366322229661,1.05169938119762,0.292937495007441,0.461249172349897
"NM_001286076",384.018424528841,0.368577612760659,0.308182827260317,1.19597063871871,0.23170801714928,0.388313101881131
"NM_006594",45.5364841063855,0.880049132375421,0.485715187314726,1.81186249752817,0.0700074453611434,0.159942537560709
"NM_001170569",33.3059370088696,0.579724667108336,0.401380538475678,1.44432679598755,0.148647071687631,0.28182761110921
"NM_031438",18.7670160659926,1.02448347940059,0.479655117051772,2.13587522155009,0.0326895857663739,0.0904821516801588
"NM_021133",57.4885424209943,-0.422465248819948,0.301889380804571,-1.39940413834375,0.161691826614262,0.299517700960735
"NM_021141",239.917402509776,-0.0670051984151757,0.298213443458995,-0.224688725088911,0.822221436433594,0.893233675385857
"NM_006811",481.420661968717,-0.217919773218203,0.2827992322905,-0.770581205094462,0.440955205073939,0.609490504206894
"NM_001127266",41.9564641234153,-0.570988029590399,0.391329228711533,-1.45909885512616,0.144537901312132,0.27588603216232
"NM_018489",48.6771067176482,-0.264826021489137,0.343164825462824,-0.771716684925294,0.440282246430362,0.609180296865061
"NM_001244666",48.5689692542346,-1.01289587957267,0.384475767383743,-2.63448561781972,0.00842648736010151,0.0315037665555047
"NM_001102420",894.597395872059,-0.912860350300465,0.231146474499783,-3.94927221916734,7.83891648335301e-05,0.000649947399715846
"NM_001038707",369.849173137497,-1.34415527062902,0.311542114307241,-4.31452188612749,1.59948688269614e-05,0.000166963451157809
"NM_001184819",105.687805145265,0.58269424990499,0.262704475793747,2.21805984897825,0.0265507519777456,0.0766805713499536
"NM_031905",101.342539150324,0.384422753887961,0.260298055583409,1.47685603346652,0.139714232608905,0.269283686593701
"NM_001331039",68.0373333165223,-0.00695327888557832,0.349273863733759,-0.0199078133452281,0.984116912233049,0.990998058941061
"NM_001289108",300.531527344298,0.777042486121811,0.240488833799617,3.2310959051399,0.00123316555511792,0.00660479165408456
"NM_001025579",181.55765553034,-0.557435758516945,0.238028593719504,-2.34188569451381,0.0191865900944797,0.0604383060477565
"NM_001145777",404.407629299615,1.86409083239075,0.290039115192218,6.42703254405997,1.30118972358688e-10,4.25157967671404e-09
"NM_001034996",54.1515622129612,0.134662731186109,0.451586320710382,0.298199314306672,0.765551045103607,0.857202683205044
"NM_001354199",45.4946429179791,-0.174079801492774,0.454409184867911,-0.383090411219078,0.701652729055258,0.815003443383074
"NM_001135147",320.584940304004,1.5150859439395,0.280553321600409,5.40034933572248,6.65112507267408e-08,1.25779152915432e-06
"NM_002199",141.902492995772,-1.09616480135679,0.315764849173634,-3.47145923374779,0.0005176379208043,0.00324081247016025
"NM_001322828",19.4821491891385,-0.249259893995957,0.501167103033469,-0.497358849946922,0.618936018487761,0.756812376901996
"NM_005171",123.167748184814,0.850948199358656,0.231082961117007,3.68243593229614,0.000231015936241821,0.00162092757296993
"NM_032627",79.0650695022604,0.757236671948384,0.43853315122597,1.72674898085,0.0842127548157442,0.183856743990545
"NM_001289125",105.810299672928,-1.02091613200179,0.301683944914371,-3.3840585460773,0.000714227716626374,0.00422718697878975
"NM_001099402",193.256825957873,0.780964807763705,0.23119272809037,3.3779817134146,0.00073019936277108,0.00430326668220054
"NM_015939",28.1296915094173,0.973979408796176,0.530055965167909,1.83750296723411,0.0661356788354772,0.153124200641302
"NM_001330513",77.5872037874813,0.59523232165539,0.280855208330561,2.11935653674905,0.0340603470012516,0.0933869097025379
"NM_016577",187.615592132905,1.53550309699083,0.364513345386485,4.21247429326017,2.52588468916951e-05,0.000247303816553086
"NM_021211",106.513360518836,0.582120059699714,0.295286779829862,1.97137189831228,0.0486813529437171,0.123085362158977
"NM_015950",14.6975954912002,1.70507811699968,0.566162842560086,3.01163903531645,0.00259841378000917,0.0122038470172016
"NM_001265589",81.8333798006452,-1.18272439620821,0.362513913880754,-3.2625627622041,0.00110409721695067,0.00600672397241537
"NM_014051",56.3969093480162,-0.514474170916789,0.341159919146441,-1.50801469353132,0.131550766437535,0.256959084636742
"NM_032378",35.1668819334753,0.306699539520935,0.428429581073427,0.715869195475488,0.474072121005542,0.639429959011384
"NM_002305",343.896173214426,-3.95673373778084,0.381860988986878,-10.361712381981,3.70272941300242e-25,8.17858872743974e-23
"NM_004356",113.978473615897,-1.17695149792196,0.358487049761366,-3.28310743360304,0.00102669530139057,0.0056580952637512
"NM_014895",19.8200009271404,-0.144747685352687,0.481006251025192,-0.300926827965706,0.763470292212676,0.856538592766842
"NM_006963",94.9000253283914,-0.858327725989202,0.386352016336323,-2.22162093038494,0.0263089341684406,0.0761015895642374
