
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0055114~oxidation-reduction process	16	9.696969696970001	0.000327673644337	NM_009658, NM_133186, NM_007988, NM_145954, NM_027244, NM_023633, NM_011467, NM_144874, NM_001005419, NM_144858, NM_025297, NM_025567, NM_001039824, NM_025848, NM_029272, NM_025330	145	676	18082	2.9515609059400005	0.255922484183	0.255922484183	0.509687268455
GOTERM_BP_DIRECT	GO:0006351~transcription, DNA-templated	30	18.1818181818	0.000379173518825	NM_001033425, NM_011640, NM_029231, NM_078477, NM_001253695, NM_011221, NM_009292, NM_013633, NM_178087, NM_027901, NM_011639, NM_001163166, NM_001081381, NM_153287, NM_007872, NM_010444, NM_001199733, NM_001081214, NM_172625, NM_023633, NM_198425, NM_001271730, NM_025536, NM_001190474, NM_010137, NM_019740, NM_001110330, NM_001163308, NM_011588, NM_009086	145	1885	18082	1.98467026434	0.28970817466800003	0.157211873997	0.589572465116
GOTERM_BP_DIRECT	GO:0006915~apoptotic process	14	8.48484848485	0.000642433154912	NM_145478, NM_001271730, NM_153287, NM_133186, NM_010444, NM_029083, NM_001190474, NM_019740, NM_001199733, NM_011221, NM_011640, NM_057171, NM_173013, NM_178087	145	570	18082	3.06289171204	0.439911752234	0.175699645381	0.996996716231
GOTERM_BP_DIRECT	GO:0042771~intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	4	2.42424242424	0.00188821879652	NM_029083, NM_011640, NM_057171, NM_178087	145	31	18082	16.0907675195	0.818188231016	0.347011552223	2.90388585027
GOTERM_BP_DIRECT	GO:0000122~negative regulation of transcription from RNA polymerase II promoter	15	9.090909090910001	0.00206536652728	NM_133687, NM_007872, NM_145830, NM_001199733, NM_011640, NM_078477, NM_198425, NM_001271730, NM_010137, NM_019740, NM_001163308, NM_001253695, NM_011588, NM_011221, NM_013633	145	729	18082	2.5659145735799997	0.845086302728	0.311319218148	3.1722325246900005
GOTERM_BP_DIRECT	GO:0032259~methylation	7	4.24242424242	0.00234570554414	NM_028314, NM_026526, NM_007872, NM_001164559, NM_145830, NM_145414, NM_001080999	145	169	18082	5.16523158539	0.879765567902	0.29745932109	3.59547740159
GOTERM_BP_DIRECT	GO:0042415~norepinephrine metabolic process	3	1.8181818181799998	0.00271795474531	NM_009658, NM_010137, NM_011467	145	10	18082	37.411034482800005	0.914131042245	0.29580832822500003	4.15480912824
GOTERM_BP_DIRECT	GO:0070059~intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	4	2.42424242424	0.0029135241313900002	NM_001271730, NM_011640, NM_057171, NM_178087	145	36	18082	13.855938697300001	0.928053650801	0.280342103377	4.447448109880001
GOTERM_BP_DIRECT	GO:0009058~biosynthetic process	4	2.42424242424	0.00315227278551	NM_007988, NM_211138, NM_177910, NM_010236	145	37	18082	13.481453867699999	0.942030658342	0.271251629843	4.803564602830001
GOTERM_BP_DIRECT	GO:0016569~covalent chromatin modification	8	4.84848484848	0.0054894118592	NM_001163166, NM_007872, NM_001190474, NM_001199733, NM_145830, NM_011588, NM_057171, NM_023633	145	266	18082	3.75047964739	0.993022675258	0.39134822391199997	8.22464436172
-	-	-	-	-	-	-	-	-	-	-	-	-
GOTERM_CC_DIRECT	GO:0005634~nucleus	76	46.0606060606	2.54688175e-07	NM_001252554, NM_001080775, NM_010213, NM_001033425, NM_144802, NM_029231, NM_148932, NM_078477, NM_001164559, NM_011221, NM_013632, NM_025346, NM_057171, NM_013633, NM_007872, NM_001109626, NM_011956, NM_001199733, NM_009834, NM_001081214, NM_172625, NM_138659, NM_183178, NM_172268, NM_025479, NM_025536, NM_010137, NM_019740, NM_177367, NM_011588, NM_181821, NM_145431, NM_146092, NM_025639, NM_172265, NM_001163564, NM_026175, NM_133687, NM_013560, NM_001123371, NM_139291, NM_011640, NM_133878, NM_011790, NM_025567, NM_001253695, NM_010705, NM_133693, NM_009292, NM_001163571, NM_145620, NM_173013, NM_009319, NM_178087, NM_011639, NM_001163166, NM_153287, NM_010444, NM_145830, NM_020603, NM_023633, NM_023479, NM_198425, NM_001271730, NM_025297, NM_026538, NM_001190474, NM_010904, NM_001110330, NM_025514, NM_001163308, NM_145414, NM_029497, NM_153580, NM_172302, NM_009086	149	6019	19662	1.6662135898500001	6.01046105984e-05	6.01046105984e-05	0.00032786255922400006
GOTERM_CC_DIRECT	GO:0005730~nucleolus	22	13.333333333299999	1.3894407745200002e-06	NM_001080775, NM_001109626, NM_001199733, NM_145830, NM_020603, NM_172625, NM_011640, NM_029231, NM_023633, NM_026538, NM_177367, NM_011588, NM_145414, NM_029497, NM_153580, NM_145431, NM_145620, NM_013633, NM_001163571, NM_173013, NM_009086, NM_178087	149	842	19662	3.4478789714499998	0.00032785449456299996	0.000163940685556	0.00178862854338
