Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0005739~mitochondrion	16	40.0	7.66433185194e-08	NM_008287, NM_007523, NM_080633, NM_026938, NM_025363, NM_001253898, NM_027430, NM_177256, NM_026510, NM_026498, NM_198246, NM_010904, NM_001164559, NM_025500, NM_025962, NM_053071	36	1721	19662	5.07766802247	5.90151833424e-06	5.90151833424e-06	8.08631948179e-05
GOTERM_MF_DIRECT	GO:0044822~poly(A) RNA binding	8	20.0	0.00190261250519	NM_008287, NM_031165, NM_026498, NM_198246, NM_001164559, NM_025500, NM_133982, NM_026197	30	1113	17446	4.17993411201	0.185904725765	0.185904725765	2.12155447293
KEGG_PATHWAY	mmu04010:MAPK signaling pathway	4	10.0	0.016641456305	NM_031165, NM_008558, NM_001253898, NM_013642	18	251	7691	6.80920761399	0.530067703431	0.530067703431	14.599544127
GOTERM_CC_DIRECT	GO:0005634~nucleus	18	45.0	0.0194727026679	NM_008287, NM_080633, NM_026421, NM_001253898, NM_001042634, NM_026556, NM_139291, NM_027430, NM_026197, NM_133982, NM_008818, NM_031165, NM_008558, NM_010904, NM_001164559, NM_013642, NM_181821, NM_025639	36	6019	19662	1.63332779531	0.780013500584	0.53097281591	18.736658697
GOTERM_BP_DIRECT	GO:0035970~peptidyl-threonine dephosphorylation	2	5.0	0.0210374359643	NM_013642, NM_176833	33	12	18082	91.3232323232	0.994296275567	0.994296275567	24.0410969307
GOTERM_MF_DIRECT	GO:0008168~methyltransferase activity	3	7.5	0.0315719654527	NM_026510, NM_001164559, NM_026197	30	168	17446	10.3845238095	0.968719467475	0.823136966764	30.3183618254
GOTERM_BP_DIRECT	GO:0006412~translation	4	10.0	0.0333893553431	NM_026498, NM_001190356, NM_198246, NM_025500	33	401	18082	5.46572961536	0.999739305215	0.983853954496	35.5444886394
GOTERM_BP_DIRECT	GO:0032259~methylation	3	7.5	0.0358592791629	NM_026510, NM_001164559, NM_026197	33	169	18082	9.72673480366	0.999860001469	0.948075240623	37.6423562869
GOTERM_BP_DIRECT	GO:0045862~positive regulation of proteolysis	2	5.0	0.0382405429441	NM_007523, NM_031165	33	22	18082	49.8126721763	0.999923237148	0.906397429341	39.605099113
GOTERM_MF_DIRECT	GO:0003723~RNA binding	5	12.5	0.038746040287	NM_031165, NM_198246, NM_001164559, NM_025890, NM_133982	30	780	17446	3.72777777778	0.985987380941	0.758913381694	35.914847449
